capital,faixa_remuneracao_media_sm,analfabeto,ate_5a_incompleto,5a_completo_fundamental,6a_a_9a_fundamental,fundamental_completo,medio_incompleto,medio_completo,superior_incompleto,superior_completo,mestrado,doutorado,sexo,ano
Florianópolis - SC,"08:7,01_a_10,00",0,11,3,20,54,13,747,167,4.399,115,22,F,2010
Florianópolis - SC,"09:10,01_a_15,00",0,6,10,8,29,16,500,76,4.145,149,15,F,2010
Florianópolis - SC,"10:15,01_a_20,00",0,3,2,6,12,5,109,27,1.881,41,10,F,2010
Florianópolis - SC,"11:mais_de_20,00",0,0,2,0,5,3,78,13,2.466,69,4,F,2010
Porto Alegre - RS,"00:ate_0,50",11,62,60,283,322,494,415,38,99,1,0,F,2010
Porto Alegre - RS,"01:0,51_a_1,00",68,362,388,1.407,2.243,2.345,6.025,517,812,10,0,F,2010
Porto Alegre - RS,"02:1,01_a_1,50",174,1.285,1.936,6.392,15.002,9.527,49.067,3.920,6.005,51,11,F,2010
Porto Alegre - RS,"03:1,51_a_2,00",38,355,1.089,2.931,5.648,3.390,28.625,5.043,17.323,57,5,F,2010
Porto Alegre - RS,"04:2,01_a_3,00",48,259,992,2.527,3.529,2.071,27.091,8.558,27.103,117,14,F,2010
Porto Alegre - RS,"05:3,01_a_4,00",18,61,145,422,882,654,10.792,3.904,11.207,105,16,F,2010
Porto Alegre - RS,"06:4,01_a_5,00",2,32,59,184,391,322,5.521,2.021,7.843,72,19,F,2010
Porto Alegre - RS,"07:5,01_a_7,00",4,46,29,165,507,406,5.523,2.359,11.567,188,34,F,2010
Porto Alegre - RS,"08:7,01_a_10,00",0,11,10,47,279,244,3.440,1.641,10.996,201,70,F,2010
Porto Alegre - RS,"09:10,01_a_15,00",0,5,6,19,112,94,1.674,988,9.329,196,81,F,2010
Porto Alegre - RS,"10:15,01_a_20,00",0,1,0,2,15,10,357,303,4.770,105,71,F,2010
Porto Alegre - RS,"11:mais_de_20,00",0,2,0,3,13,17,231,139,6.305,57,181,F,2010
Campo Grande - MS,"00:ate_0,50",2,7,5,15,45,35,112,28,117,3,0,F,2010
Campo Grande - MS,"01:0,51_a_1,00",6,61,112,352,526,1.076,1.517,156,563,7,1,F,2010
Campo Grande - MS,"02:1,01_a_1,50",48,852,1.145,2.985,5.690,4.100,21.590,1.579,2.313,18,3,F,2010
Campo Grande - MS,"03:1,51_a_2,00",5,398,469,717,1.796,888,9.203,1.136,2.213,20,4,F,2010
Campo Grande - MS,"04:2,01_a_3,00",1,108,167,214,668,430,5.938,1.175,5.683,48,7,F,2010
Campo Grande - MS,"05:3,01_a_4,00",0,24,44,70,292,169,2.464,703,5.986,54,2,F,2010
Campo Grande - MS,"06:4,01_a_5,00",0,5,6,30,136,89,1.402,382,4.880,47,6,F,2010
Campo Grande - MS,"07:5,01_a_7,00",0,5,5,31,106,84,1.397,354,5.575,78,9,F,2010
Campo Grande - MS,"08:7,01_a_10,00",0,1,1,18,59,34,744,179,4.760,94,7,F,2010
Campo Grande - MS,"09:10,01_a_15,00",0,0,2,6,23,11,429,74,2.642,140,29,F,2010
Campo Grande - MS,"10:15,01_a_20,00",0,0,1,0,2,3,48,11,874,56,58,F,2010
Campo Grande - MS,"11:mais_de_20,00",0,0,0,2,3,1,27,10,1.237,22,24,F,2010
Cuiabá - MT,"00:ate_0,50",0,8,6,32,25,268,81,5,41,0,0,F,2010
Cuiabá - MT,"01:0,51_a_1,00",5,87,45,164,239,589,1.137,67,175,17,1,F,2010
Cuiabá - MT,"02:1,01_a_1,50",62,636,790,2.448,2.930,3.410,18.132,1.099,1.108,60,4,F,2010
Cuiabá - MT,"03:1,51_a_2,00",14,110,144,399,801,789,7.896,1.085,1.573,18,5,F,2010
Cuiabá - MT,"04:2,01_a_3,00",2,77,63,111,457,399,6.358,1.176,2.899,40,2,F,2010
Cuiabá - MT,"05:3,01_a_4,00",1,47,24,33,142,135,2.883,528,4.162,48,1,F,2010
Cuiabá - MT,"06:4,01_a_5,00",0,36,5,28,65,65,1.270,386,5.317,96,3,F,2010
Cuiabá - MT,"07:5,01_a_7,00",0,11,7,24,68,66,1.123,355,6.090,101,11,F,2010
Cuiabá - MT,"08:7,01_a_10,00",0,1,3,5,38,40,650,171,3.321,125,11,F,2010
Cuiabá - MT,"09:10,01_a_15,00",0,13,1,9,12,18,329,81,2.583,141,12,F,2010
Cuiabá - MT,"10:15,01_a_20,00",0,2,0,2,1,4,92,42,1.099,44,7,F,2010
Cuiabá - MT,"11:mais_de_20,00",0,2,0,0,5,9,128,49,1.145,18,10,F,2010
Goiânia - GO,"00:ate_0,50",0,72,208,1.508,54,1.498,144,51,275,1,1,F,2010
Goiânia - GO,"01:0,51_a_1,00",38,449,760,2.672,1.452,4.443,5.626,403,976,18,4,F,2010
Goiânia - GO,"02:1,01_a_1,50",269,1.800,4.460,5.744,10.938,12.233,45.530,3.659,5.889,26,3,F,2010
Goiânia - GO,"03:1,51_a_2,00",18,702,2.071,1.563,2.753,3.816,15.380,2.176,4.591,25,0,F,2010
Goiânia - GO,"04:2,01_a_3,00",9,625,1.183,1.831,1.409,4.841,9.384,2.264,10.347,58,13,F,2010
Goiânia - GO,"05:3,01_a_4,00",0,217,356,1.168,424,3.233,2.935,1.211,9.365,69,9,F,2010
Goiânia - GO,"06:4,01_a_5,00",0,182,144,1.260,271,3.010,1.328,972,10.063,71,10,F,2010
Goiânia - GO,"07:5,01_a_7,00",0,437,388,1.105,261,3.243,1.794,1.275,15.826,136,22,F,2010
Goiânia - GO,"08:7,01_a_10,00",0,101,109,271,90,550,791,375,6.119,101,27,F,2010
Goiânia - GO,"09:10,01_a_15,00",0,35,26,68,51,213,515,146,3.575,104,26,F,2010
Goiânia - GO,"10:15,01_a_20,00",0,18,5,23,20,54,139,63,1.445,71,31,F,2010
Goiânia - GO,"11:mais_de_20,00",0,39,5,44,10,53,87,63,1.699,26,40,F,2010
Brasília - DF,"00:ate_0,50",0,13,4,162,53,1.160,254,31,155,1,0,F,2010
Brasília - DF,"01:0,51_a_1,00",25,109,148,541,1.133,2.298,3.827,248,684,19,6,F,2010
Brasília - DF,"02:1,01_a_1,50",332,1.866,2.685,7.247,19.481,13.432,65.372,4.131,3.866,58,9,F,2010
Brasília - DF,"03:1,51_a_2,00",49,330,439,1.211,3.159,2.715,26.104,3.264,3.387,75,8,F,2010
Brasília - DF,"04:2,01_a_3,00",13,148,181,497,1.701,1.424,18.711,4.173,6.916,110,15,F,2010
Brasília - DF,"05:3,01_a_4,00",10,75,42,210,632,402,7.653,2.534,6.602,130,17,F,2010
Brasília - DF,"06:4,01_a_5,00",2,81,39,307,539,161,6.686,1.707,7.416,125,19,F,2010
Brasília - DF,"07:5,01_a_7,00",3,192,159,546,1.224,303,12.890,2.128,13.052,213,38,F,2010
Brasília - DF,"08:7,01_a_10,00",1,140,106,379,1.016,349,14.054,3.309,18.962,346,38,F,2010
Brasília - DF,"09:10,01_a_15,00",0,27,21,72,331,118,6.452,1.672,36.691,649,86,F,2010
Brasília - DF,"10:15,01_a_20,00",0,24,8,16,100,33,1.373,329,12.542,474,96,F,2010
Brasília - DF,"11:mais_de_20,00",0,28,1,30,163,62,1.699,292,22.307,765,258,F,2010
Porto Velho - RO,"00:ate_0,50",0,4,12,121,33,140,139,2,18,0,0,M,2010
Porto Velho - RO,"01:0,51_a_1,00",17,31,66,140,269,252,1.525,32,92,4,0,M,2010
Porto Velho - RO,"02:1,01_a_1,50",140,532,573,1.667,2.737,2.085,9.523,285,250,7,1,M,2010
Porto Velho - RO,"03:1,51_a_2,00",112,1.201,1.340,2.548,3.057,2.073,10.900,369,633,10,1,M,2010
Porto Velho - RO,"04:2,01_a_3,00",71,2.131,1.962,3.365,3.794,1.807,11.088,457,1.158,17,13,M,2010
Porto Velho - RO,"05:3,01_a_4,00",9,1.016,868,1.198,1.510,709,7.157,293,1.867,11,2,M,2010
Porto Velho - RO,"06:4,01_a_5,00",3,258,268,402,583,263,4.052,162,923,10,1,M,2010
Porto Velho - RO,"07:5,01_a_7,00",2,378,355,583,886,217,3.660,149,1.182,11,3,M,2010
Porto Velho - RO,"08:7,01_a_10,00",0,170,148,330,470,110,2.296,99,1.520,24,8,M,2010
Porto Velho - RO,"09:10,01_a_15,00",1,67,157,259,281,74,1.655,103,1.641,16,7,M,2010
Porto Velho - RO,"10:15,01_a_20,00",0,20,56,51,91,27,586,31,925,7,10,M,2010
Porto Velho - RO,"11:mais_de_20,00",0,11,24,14,38,8,749,27,1.341,24,17,M,2010
Rio Branco - AC,"00:ate_0,50",0,2,0,6,10,64,18,1,8,0,0,M,2010
Rio Branco - AC,"01:0,51_a_1,00",58,225,65,105,268,190,671,24,30,2,0,M,2010
Rio Branco - AC,"02:1,01_a_1,50",262,1.607,635,1.153,2.409,1.287,7.426,242,148,1,0,M,2010
Rio Branco - AC,"03:1,51_a_2,00",96,981,381,702,1.451,620,4.821,211,206,2,0,M,2010
Rio Branco - AC,"04:2,01_a_3,00",43,777,211,593,1.353,398,4.600,424,626,9,0,M,2010
Rio Branco - AC,"05:3,01_a_4,00",7,277,58,356,613,169,2.069,372,1.336,4,1,M,2010
Rio Branco - AC,"06:4,01_a_5,00",0,176,22,246,366,83,1.038,153,1.467,3,0,M,2010
Rio Branco - AC,"07:5,01_a_7,00",0,166,33,107,424,76,848,125,1.304,10,5,M,2010
Rio Branco - AC,"08:7,01_a_10,00",0,46,16,137,142,42,483,62,901,5,5,M,2010
Rio Branco - AC,"09:10,01_a_15,00",0,13,8,9,38,24,263,52,921,3,2,M,2010
Rio Branco - AC,"10:15,01_a_20,00",0,1,4,1,6,1,78,23,565,4,1,M,2010
Rio Branco - AC,"11:mais_de_20,00",0,3,12,0,4,2,115,14,834,15,23,M,2010
Manaus - AM,"00:ate_0,50",0,2,5,160,46,774,195,10,33,2,0,M,2010
Manaus - AM,"01:0,51_a_1,00",28,143,168,529,752,1.245,2.212,268,242,7,6,M,2010
Manaus - AM,"02:1,01_a_1,50",245,2.237,1.973,5.801,9.722,8.286,39.972,973,869,26,4,M,2010
Manaus - AM,"03:1,51_a_2,00",181,1.629,1.353,3.857,6.320,4.456,35.867,1.328,1.562,26,4,M,2010
Manaus - AM,"04:2,01_a_3,00",104,1.798,1.546,3.396,7.069,3.355,37.658,2.187,8.292,64,23,M,2010
Manaus - AM,"05:3,01_a_4,00",22,1.007,501,1.347,2.872,1.276,16.494,1.469,2.943,57,10,M,2010
Manaus - AM,"06:4,01_a_5,00",6,247,171,749,2.018,542,8.520,1.066,2.136,49,8,M,2010
Manaus - AM,"07:5,01_a_7,00",4,136,113,521,1.201,361,7.460,1.255,3.452,58,24,M,2010
Manaus - AM,"08:7,01_a_10,00",2,84,69,242,707,233,4.503,955,5.333,84,24,M,2010
Manaus - AM,"09:10,01_a_15,00",1,42,17,57,298,126,2.304,569,4.558,124,28,M,2010
Manaus - AM,"10:15,01_a_20,00",2,8,2,14,91,27,638,188,2.177,36,12,M,2010
Manaus - AM,"11:mais_de_20,00",1,9,5,6,38,19,436,153,3.415,80,38,M,2010
Boa Vista - RR,"00:ate_0,50",1,2,0,5,5,17,23,3,2,0,0,M,2010
Boa Vista - RR,"01:0,51_a_1,00",11,65,70,83,364,147,665,24,116,3,0,M,2010
Boa Vista - RR,"02:1,01_a_1,50",86,326,326,580,2.649,879,6.441,201,407,7,1,M,2010
Boa Vista - RR,"03:1,51_a_2,00",36,187,123,359,1.131,366,2.576,140,235,12,4,M,2010
Boa Vista - RR,"04:2,01_a_3,00",17,139,296,300,1.140,260,2.193,153,688,30,2,M,2010
Boa Vista - RR,"05:3,01_a_4,00",1,50,92,184,350,76,806,84,502,14,2,M,2010
Boa Vista - RR,"06:4,01_a_5,00",0,25,23,127,178,28,621,64,956,10,4,M,2010
Boa Vista - RR,"07:5,01_a_7,00",0,108,39,382,526,31,1.568,88,1.454,8,6,M,2010
Boa Vista - RR,"08:7,01_a_10,00",1,9,15,48,114,10,619,51,894,9,1,M,2010
Boa Vista - RR,"09:10,01_a_15,00",0,2,7,11,44,1,354,38,686,2,0,M,2010
Boa Vista - RR,"10:15,01_a_20,00",0,1,0,8,8,1,76,7,366,3,0,M,2010
Boa Vista - RR,"11:mais_de_20,00",0,1,7,9,12,0,102,6,603,18,16,M,2010
Belém - PA,"00:ate_0,50",2,15,160,139,81,452,231,21,140,3,0,M,2010
Belém - PA,"01:0,51_a_1,00",57,233,399,679,1.974,1.125,5.074,221,549,12,8,M,2010
Belém - PA,"02:1,01_a_1,50",376,2.011,2.330,7.374,14.734,8.112,33.879,1.183,1.212,14,11,M,2010
Belém - PA,"03:1,51_a_2,00",181,1.106,1.293,4.294,7.517,3.493,19.497,914,1.563,23,11,M,2010
Belém - PA,"04:2,01_a_3,00",103,528,652,2.516,6.757,2.695,19.280,1.117,3.413,54,8,M,2010
Belém - PA,"05:3,01_a_4,00",20,172,214,1.132,3.921,2.748,9.345,700,3.229,52,12,M,2010
Belém - PA,"06:4,01_a_5,00",6,59,86,372,1.127,573,3.668,531,3.771,74,1,M,2010
Belém - PA,"07:5,01_a_7,00",7,106,81,397,1.029,383,4.077,685,7.771,127,8,M,2010
Belém - PA,"08:7,01_a_10,00",0,130,41,376,845,289,2.915,431,5.327,148,15,M,2010
Belém - PA,"09:10,01_a_15,00",0,9,12,109,277,115,1.195,218,4.153,92,42,M,2010
Belém - PA,"10:15,01_a_20,00",0,3,3,4,61,16,357,65,1.961,50,8,M,2010
Belém - PA,"11:mais_de_20,00",0,0,14,7,22,10,441,80,3.532,55,60,M,2010
Macapá - AP,"00:ate_0,50",0,0,2,19,10,137,89,8,12,0,0,M,2010
Macapá - AP,"01:0,51_a_1,00",30,73,47,149,325,251,1.240,43,60,3,0,M,2010
Macapá - AP,"02:1,01_a_1,50",102,347,336,1.035,1.639,1.400,7.147,242,174,3,1,M,2010
Macapá - AP,"03:1,51_a_2,00",28,168,185,627,953,659,4.102,201,192,12,2,M,2010
Macapá - AP,"04:2,01_a_3,00",18,57,96,376,601,558,4.006,205,381,12,5,M,2010
Macapá - AP,"05:3,01_a_4,00",0,20,12,121,172,81,1.946,103,407,4,1,M,2010
Macapá - AP,"06:4,01_a_5,00",0,13,7,51,128,21,2.311,110,371,5,1,M,2010
Macapá - AP,"07:5,01_a_7,00",0,82,12,349,414,12,4.015,75,1.066,11,1,M,2010
Macapá - AP,"08:7,01_a_10,00",0,7,8,58,94,9,2.549,67,630,4,0,M,2010
Macapá - AP,"09:10,01_a_15,00",0,2,2,10,12,6,1.026,37,616,8,1,M,2010
Macapá - AP,"10:15,01_a_20,00",0,1,3,0,3,5,271,21,424,2,1,M,2010
Macapá - AP,"11:mais_de_20,00",0,1,2,5,27,1,496,9,552,10,10,M,2010
Palmas - TO,"00:ate_0,50",0,1,1,8,10,25,26,1,18,0,0,M,2010
Palmas - TO,"01:0,51_a_1,00",29,286,75,184,904,360,1.172,46,97,1,1,M,2010
Palmas - TO,"02:1,01_a_1,50",159,941,365,733,2.976,1.526,7.661,232,238,2,1,M,2010
Palmas - TO,"03:1,51_a_2,00",238,342,228,524,1.996,657,4.895,201,391,3,2,M,2010
Palmas - TO,"04:2,01_a_3,00",22,166,135,278,1.051,373,4.466,263,1.011,3,0,M,2010
Palmas - TO,"05:3,01_a_4,00",3,37,30,94,290,100,2.392,172,1.295,1,1,M,2010
Palmas - TO,"06:4,01_a_5,00",0,6,13,38,82,45,2.676,97,1.074,4,0,M,2010
Palmas - TO,"07:5,01_a_7,00",0,4,9,27,82,33,2.814,89,2.315,14,1,M,2010
Palmas - TO,"08:7,01_a_10,00",0,2,3,7,69,16,2.008,113,1.633,10,2,M,2010
Palmas - TO,"09:10,01_a_15,00",0,0,1,6,12,11,325,63,1.288,22,3,M,2010
Palmas - TO,"10:15,01_a_20,00",0,0,0,0,0,3,57,22,779,13,3,M,2010
Palmas - TO,"11:mais_de_20,00",0,1,0,0,1,0,281,15,1.144,6,7,M,2010
São Luiz - MA,"00:ate_0,50",14,126,40,17,28,51,70,9,66,0,0,M,2010
São Luiz - MA,"01:0,51_a_1,00",50,590,416,790,1.012,642,4.810,71,208,5,0,M,2010
São Luiz - MA,"02:1,01_a_1,50",391,3.525,2.334,5.057,16.541,4.739,43.134,636,724,29,4,M,2010
São Luiz - MA,"03:1,51_a_2,00",83,631,678,1.429,4.892,1.328,16.083,359,572,21,2,M,2010
São Luiz - MA,"04:2,01_a_3,00",31,393,677,927,6.148,1.160,14.884,514,1.517,47,2,M,2010
São Luiz - MA,"05:3,01_a_4,00",6,85,109,322,5.381,294,6.185,248,1.007,22,3,M,2010
São Luiz - MA,"06:4,01_a_5,00",4,57,65,148,6.044,153,3.035,202,814,11,2,M,2010
São Luiz - MA,"07:5,01_a_7,00",5,66,58,213,3.728,151,4.196,258,1.895,19,4,M,2010
São Luiz - MA,"08:7,01_a_10,00",1,138,43,258,2.052,59,2.847,187,2.070,23,6,M,2010
São Luiz - MA,"09:10,01_a_15,00",0,14,31,40,1.067,35,1.454,133,1.585,32,4,M,2010
São Luiz - MA,"10:15,01_a_20,00",0,2,14,9,732,11,411,37,964,21,13,M,2010
São Luiz - MA,"11:mais_de_20,00",1,2,6,3,429,5,397,32,1.965,8,11,M,2010
Terezina - PI,"00:ate_0,50",16,34,14,69,53,135,137,15,178,5,0,M,2010
Terezina - PI,"01:0,51_a_1,00",221,1.007,756,1.481,1.426,994,2.019,168,536,14,0,M,2010
Terezina - PI,"02:1,01_a_1,50",873,6.413,4.512,7.741,10.689,7.375,25.287,1.865,1.328,30,3,M,2010
Terezina - PI,"03:1,51_a_2,00",222,1.902,1.080,1.733,2.643,1.645,8.452,785,2.134,20,1,M,2010
Terezina - PI,"04:2,01_a_3,00",153,2.798,649,971,1.883,984,6.270,980,2.837,28,4,M,2010
Terezina - PI,"05:3,01_a_4,00",114,999,118,193,547,254,3.011,346,3.915,10,4,M,2010
Terezina - PI,"06:4,01_a_5,00",53,192,42,79,129,71,1.395,146,1.415,6,6,M,2010
Terezina - PI,"07:5,01_a_7,00",39,162,36,176,314,83,2.679,166,2.206,10,5,M,2010
Terezina - PI,"08:7,01_a_10,00",6,114,29,279,293,50,2.060,131,2.013,9,4,M,2010
Terezina - PI,"09:10,01_a_15,00",0,26,16,32,48,28,1.658,86,1.794,34,1,M,2010
Terezina - PI,"10:15,01_a_20,00",0,15,2,2,12,11,333,38,931,14,5,M,2010
Terezina - PI,"11:mais_de_20,00",0,0,2,0,3,2,527,31,1.228,18,36,M,2010
Fortaleza - CE,"00:ate_0,50",58,24,23,69,237,383,578,83,344,4,4,M,2010
Fortaleza - CE,"01:0,51_a_1,00",519,1.215,897,2.561,5.392,3.843,11.938,579,1.481,26,3,M,2010
Fortaleza - CE,"02:1,01_a_1,50",1.893,8.838,6.847,19.491,36.883,19.022,95.732,3.289,3.938,90,12,M,2010
Fortaleza - CE,"03:1,51_a_2,00",503,4.399,2.536,6.409,9.099,3.992,28.117,2.210,3.250,313,8,M,2010
Fortaleza - CE,"04:2,01_a_3,00",145,2.092,987,2.715,4.351,2.121,17.865,2.995,7.234,745,27,M,2010
Fortaleza - CE,"05:3,01_a_4,00",17,603,181,810,2.126,977,11.969,2.354,4.538,482,33,M,2010
Fortaleza - CE,"06:4,01_a_5,00",13,262,94,463,1.438,547,6.568,1.375,4.083,493,33,M,2010
Fortaleza - CE,"07:5,01_a_7,00",2,227,76,554,805,307,4.633,1.086,5.937,603,41,M,2010
Fortaleza - CE,"08:7,01_a_10,00",0,149,19,292,529,99,3.433,717,6.022,573,27,M,2010
Fortaleza - CE,"09:10,01_a_15,00",0,26,11,171,106,33,1.445,499,5.320,990,36,M,2010
Fortaleza - CE,"10:15,01_a_20,00",1,7,1,79,34,23,475,226,2.769,411,64,M,2010
Fortaleza - CE,"11:mais_de_20,00",0,9,4,17,56,18,559,221,4.973,257,58,M,2010
Natal - RN,"00:ate_0,50",0,10,12,30,29,147,193,21,108,4,0,M,2010
Natal - RN,"01:0,51_a_1,00",61,262,246,604,815,945,2.667,130,478,14,1,M,2010
Natal - RN,"02:1,01_a_1,50",741,5.059,3.804,7.864,9.590,7.556,35.922,1.059,1.356,14,5,M,2010
Natal - RN,"03:1,51_a_2,00",95,1.313,1.197,2.549,2.606,2.094,12.835,630,1.124,15,1,M,2010
Natal - RN,"04:2,01_a_3,00",61,998,1.141,1.806,2.007,1.519,9.724,793,4.806,27,7,M,2010
Natal - RN,"05:3,01_a_4,00",9,226,696,2.252,531,1.705,7.469,583,2.825,25,3,M,2010
Natal - RN,"06:4,01_a_5,00",0,62,145,806,218,220,2.195,253,1.757,21,1,M,2010
Natal - RN,"07:5,01_a_7,00",0,67,102,352,308,175,2.167,302,2.332,36,10,M,2010
Natal - RN,"08:7,01_a_10,00",1,45,37,131,363,120,1.428,211,2.327,38,11,M,2010
Natal - RN,"09:10,01_a_15,00",0,15,7,70,131,53,931,242,2.876,52,20,M,2010
Natal - RN,"10:15,01_a_20,00",0,0,2,7,25,15,313,98,1.773,10,15,M,2010
Natal - RN,"11:mais_de_20,00",0,4,5,2,9,7,281,81,2.850,15,7,M,2010
João Pessoa - PB,"00:ate_0,50",6,15,16,24,27,23,106,20,270,8,1,M,2010
João Pessoa - PB,"01:0,51_a_1,00",139,510,1.402,543,1.302,699,4.083,171,6.170,14,1,M,2010
João Pessoa - PB,"02:1,01_a_1,50",1.134,5.976,6.246,6.200,9.722,5.896,26.117,1.019,3.913,29,3,M,2010
João Pessoa - PB,"03:1,51_a_2,00",236,1.153,1.822,1.496,2.458,1.223,8.326,669,1.767,14,2,M,2010
João Pessoa - PB,"04:2,01_a_3,00",28,548,1.265,685,1.476,805,7.347,681,3.600,87,6,M,2010
João Pessoa - PB,"05:3,01_a_4,00",4,228,903,157,1.377,812,4.599,367,2.941,44,13,M,2010
João Pessoa - PB,"06:4,01_a_5,00",2,168,406,141,385,234,1.728,238,1.736,29,6,M,2010
João Pessoa - PB,"07:5,01_a_7,00",2,64,192,196,826,156,1.960,288,2.653,26,15,M,2010
João Pessoa - PB,"08:7,01_a_10,00",0,21,93,137,515,30,1.372,173,2.496,29,17,M,2010
João Pessoa - PB,"09:10,01_a_15,00",0,101,57,15,97,9,337,129,2.483,28,10,M,2010
João Pessoa - PB,"10:15,01_a_20,00",0,6,10,4,30,2,153,27,1.259,11,2,M,2010
João Pessoa - PB,"11:mais_de_20,00",0,2,10,1,21,1,177,18,2.612,7,4,M,2010
Recife - PE,"00:ate_0,50",82,19,20,80,88,93,268,24,196,7,2,M,2010
Recife - PE,"01:0,51_a_1,00",190,545,660,1.145,2.352,1.537,6.161,259,842,41,6,M,2010
Recife - PE,"02:1,01_a_1,50",1.243,7.719,8.234,16.198,24.488,13.400,67.506,2.459,2.249,111,14,M,2010
Recife - PE,"03:1,51_a_2,00",397,3.912,4.201,6.529,14.996,4.514,29.852,2.069,2.261,66,12,M,2010
Recife - PE,"04:2,01_a_3,00",146,1.923,2.349,3.958,11.321,3.135,20.907,2.714,4.370,143,23,M,2010
Recife - PE,"05:3,01_a_4,00",59,497,1.541,1.320,5.447,2.764,18.444,2.206,3.885,110,11,M,2010
Recife - PE,"06:4,01_a_5,00",18,169,235,450,2.209,504,5.166,1.496,3.757,81,16,M,2010
Recife - PE,"07:5,01_a_7,00",8,159,221,424,2.434,639,7.138,1.779,6.611,175,36,M,2010
Recife - PE,"08:7,01_a_10,00",2,37,64,135,1.031,265,3.794,971,7.170,189,34,M,2010
Recife - PE,"09:10,01_a_15,00",2,26,37,106,329,188,2.209,723,7.046,181,74,M,2010
Recife - PE,"10:15,01_a_20,00",2,10,16,36,75,40,580,329,3.317,88,50,M,2010
Recife - PE,"11:mais_de_20,00",0,2,6,8,804,43,494,293,5.001,107,47,M,2010
Maceió - AL,"00:ate_0,50",4,131,13,58,79,112,98,21,77,6,1,M,2010
Maceió - AL,"01:0,51_a_1,00",212,831,298,566,849,708,1.669,110,358,6,2,M,2010
Maceió - AL,"02:1,01_a_1,50",1.299,7.557,3.626,6.105,9.716,6.347,24.851,1.177,1.115,17,3,M,2010
Maceió - AL,"03:1,51_a_2,00",375,2.841,1.348,2.132,3.215,1.866,9.142,688,793,19,2,M,2010
Maceió - AL,"04:2,01_a_3,00",96,1.271,748,1.328,1.833,1.329,5.909,1.012,2.477,28,4,M,2010
Maceió - AL,"05:3,01_a_4,00",6,522,249,374,657,395,3.071,742,1.632,32,3,M,2010
Maceió - AL,"06:4,01_a_5,00",0,194,116,225,639,560,2.505,426,1.645,13,6,M,2010
Maceió - AL,"07:5,01_a_7,00",2,85,106,140,444,366,3.363,596,2.586,33,7,M,2010
Maceió - AL,"08:7,01_a_10,00",1,37,39,137,335,129,1.566,337,2.051,23,10,M,2010
Maceió - AL,"09:10,01_a_15,00",0,10,8,16,71,40,618,155,1.649,27,11,M,2010
Maceió - AL,"10:15,01_a_20,00",0,3,0,0,13,6,234,66,1.003,8,3,M,2010
Maceió - AL,"11:mais_de_20,00",0,2,0,1,3,15,182,61,1.782,17,2,M,2010
Aracaju - SE,"00:ate_0,50",0,14,12,84,84,213,362,27,119,3,0,M,2010
Aracaju - SE,"01:0,51_a_1,00",152,743,452,1.333,1.635,933,2.681,179,376,13,1,M,2010
Aracaju - SE,"02:1,01_a_1,50",382,2.761,2.294,5.166,7.671,5.985,22.331,979,878,21,1,M,2010
Aracaju - SE,"03:1,51_a_2,00",69,1.111,810,2.400,2.658,1.550,7.600,557,687,11,1,M,2010
Aracaju - SE,"04:2,01_a_3,00",21,344,387,1.545,1.830,895,5.798,700,1.364,27,8,M,2010
Aracaju - SE,"05:3,01_a_4,00",5,97,113,333,508,246,2.470,438,1.664,41,4,M,2010
Aracaju - SE,"06:4,01_a_5,00",3,38,46,128,172,118,1.104,323,1.870,74,13,M,2010
Aracaju - SE,"07:5,01_a_7,00",2,61,43,489,614,609,3.115,714,2.749,101,7,M,2010
Aracaju - SE,"08:7,01_a_10,00",1,35,31,363,342,271,1.625,319,2.037,69,15,M,2010
Aracaju - SE,"09:10,01_a_15,00",0,17,6,112,128,77,1.070,364,1.785,56,13,M,2010
Aracaju - SE,"10:15,01_a_20,00",0,5,2,15,17,21,503,118,1.001,16,14,M,2010
Aracaju - SE,"11:mais_de_20,00",0,0,0,3,11,5,343,88,2.198,18,41,M,2010
Salvador - BA,"00:ate_0,50",3,16,67,213,161,856,515,13,133,3,1,M,2010
Salvador - BA,"01:0,51_a_1,00",124,543,589,1.456,1.633,1.921,6.593,220,694,40,2,M,2010
Salvador - BA,"02:1,01_a_1,50",959,5.892,6.658,15.601,19.005,14.165,83.972,2.535,1.875,52,7,M,2010
Salvador - BA,"03:1,51_a_2,00",399,3.477,4.075,8.701,9.022,6.339,41.564,2.060,3.908,73,10,M,2010
Salvador - BA,"04:2,01_a_3,00",153,2.628,3.278,5.951,6.995,4.496,34.026,3.730,5.315,160,25,M,2010
Salvador - BA,"05:3,01_a_4,00",17,773,802,1.555,2.211,1.789,18.841,2.623,5.791,144,22,M,2010
Salvador - BA,"06:4,01_a_5,00",9,238,300,669,920,3.568,19.312,2.501,5.876,118,34,M,2010
Salvador - BA,"07:5,01_a_7,00",7,235,204,781,1.079,1.149,11.536,1.444,8.393,192,50,M,2010
Salvador - BA,"08:7,01_a_10,00",3,202,100,1.027,1.096,349,5.976,779,7.743,239,88,M,2010
Salvador - BA,"09:10,01_a_15,00",0,36,22,79,296,114,2.593,448,7.276,226,93,M,2010
Salvador - BA,"10:15,01_a_20,00",0,11,5,14,72,35,1.049,219,4.562,113,60,M,2010
Salvador - BA,"11:mais_de_20,00",0,5,7,15,58,24,1.115,191,6.796,131,35,M,2010
Belo Horizonte - MG,"00:ate_0,50",15,59,53,256,245,1.254,540,59,269,3,4,M,2010
