capital,faixa_remuneracao_media_sm,analfabeto,ate_5a_incompleto,5a_completo_fundamental,6a_a_9a_fundamental,fundamental_completo,medio_incompleto,medio_completo,superior_incompleto,superior_completo,mestrado,doutorado,sexo,ano
Porto Alegre - RS,"08:7,01_a_10,00",1,32,31,221,437,289,4.558,1.602,13.882,576,187,M,2018
Porto Alegre - RS,"09:10,01_a_15,00",0,6,15,120,582,493,3.932,1.045,12.577,603,385,M,2018
Porto Alegre - RS,"10:15,01_a_20,00",0,3,0,14,111,102,1.274,353,6.546,265,198,M,2018
Porto Alegre - RS,"11:mais_de_20,00",0,1,3,9,47,20,263,195,8.586,368,319,M,2018
Campo Grande - MS,"00:ate_0,50",1,10,9,55,20,237,175,17,83,5,0,M,2018
Campo Grande - MS,"01:0,51_a_1,00",8,52,33,146,286,891,1.449,229,313,19,1,M,2018
Campo Grande - MS,"02:1,01_a_1,50",174,947,759,2.743,3.750,3.923,21.840,1.644,1.223,28,2,M,2018
Campo Grande - MS,"03:1,51_a_2,00",84,634,597,2.260,3.606,2.418,16.806,1.285,1.628,21,4,M,2018
Campo Grande - MS,"04:2,01_a_3,00",28,526,533,1.712,2.811,1.659,14.520,1.284,2.870,45,9,M,2018
Campo Grande - MS,"05:3,01_a_4,00",5,170,152,510,871,550,5.121,1.084,3.396,146,8,M,2018
Campo Grande - MS,"06:4,01_a_5,00",0,40,48,146,232,207,2.352,691,3.221,100,26,M,2018
Campo Grande - MS,"07:5,01_a_7,00",0,47,21,129,215,182,2.983,1.049,5.632,237,56,M,2018
Campo Grande - MS,"08:7,01_a_10,00",0,2,9,16,60,71,1.362,515,4.239,313,55,M,2018
Campo Grande - MS,"09:10,01_a_15,00",0,0,2,8,24,34,545,252,3.387,414,285,M,2018
Campo Grande - MS,"10:15,01_a_20,00",0,1,0,1,3,10,153,37,1.640,119,193,M,2018
Campo Grande - MS,"11:mais_de_20,00",0,1,0,0,5,7,64,17,2.589,121,103,M,2018
Cuiabá - MT,"00:ate_0,50",0,3,0,39,27,407,127,11,29,2,0,M,2018
Cuiabá - MT,"01:0,51_a_1,00",7,35,23,100,168,541,1.379,83,360,6,3,M,2018
Cuiabá - MT,"02:1,01_a_1,50",92,496,410,845,1.863,2.640,18.922,711,1.164,16,2,M,2018
Cuiabá - MT,"03:1,51_a_2,00",66,471,424,1.042,2.288,2.145,18.275,809,1.796,33,4,M,2018
Cuiabá - MT,"04:2,01_a_3,00",19,371,289,907,1.503,1.461,13.706,983,2.663,50,5,M,2018
Cuiabá - MT,"05:3,01_a_4,00",5,95,115,377,552,524,5.869,432,2.722,57,7,M,2018
Cuiabá - MT,"06:4,01_a_5,00",0,37,20,100,179,143,2.875,241,3.854,169,16,M,2018
Cuiabá - MT,"07:5,01_a_7,00",0,27,13,113,143,68,3.253,226,6.997,322,35,M,2018
Cuiabá - MT,"08:7,01_a_10,00",0,5,3,15,51,37,2.543,116,5.954,354,42,M,2018
Cuiabá - MT,"09:10,01_a_15,00",2,0,3,16,20,9,1.062,77,4.693,279,202,M,2018
Cuiabá - MT,"10:15,01_a_20,00",0,1,2,2,5,5,279,20,2.410,132,85,M,2018
Cuiabá - MT,"11:mais_de_20,00",0,1,2,0,1,2,152,10,3.052,122,84,M,2018
Goiânia - GO,"00:ate_0,50",0,9,7,1.167,63,3.178,361,62,281,14,2,M,2018
Goiânia - GO,"01:0,51_a_1,00",15,104,139,311,503,1.632,4.253,313,2.524,53,10,M,2018
Goiânia - GO,"02:1,01_a_1,50",314,1.917,1.603,3.700,7.451,8.067,48.928,2.472,4.593,72,13,M,2018
Goiânia - GO,"03:1,51_a_2,00",138,1.366,1.436,3.430,6.207,4.753,33.740,1.948,5.651,76,13,M,2018
Goiânia - GO,"04:2,01_a_3,00",75,1.501,1.650,3.177,5.134,3.930,31.288,2.212,9.433,141,34,M,2018
Goiânia - GO,"05:3,01_a_4,00",16,333,425,1.032,1.690,1.103,10.242,1.067,6.116,154,39,M,2018
Goiânia - GO,"06:4,01_a_5,00",1,136,163,385,956,406,5.681,589,4.613,159,36,M,2018
Goiânia - GO,"07:5,01_a_7,00",1,174,76,257,648,321,7.114,635,8.521,228,55,M,2018
Goiânia - GO,"08:7,01_a_10,00",2,136,34,423,181,111,9.412,359,9.989,290,66,M,2018
Goiânia - GO,"09:10,01_a_15,00",0,58,10,69,88,59,3.367,225,6.063,446,421,M,2018
Goiânia - GO,"10:15,01_a_20,00",0,8,1,8,12,18,550,55,3.009,209,153,M,2018
Goiânia - GO,"11:mais_de_20,00",0,4,1,3,4,6,836,34,3.953,115,116,M,2018
Brasília - DF,"00:ate_0,50",0,15,9,331,106,1.540,618,64,341,10,11,M,2018
Brasília - DF,"01:0,51_a_1,00",33,154,106,1.100,1.363,2.658,4.780,397,1.384,71,20,M,2018
Brasília - DF,"02:1,01_a_1,50",533,3.173,2.641,7.670,17.294,12.930,79.015,4.344,5.855,178,41,M,2018
Brasília - DF,"03:1,51_a_2,00",242,2.409,1.888,5.237,39.415,7.589,49.959,3.598,6.225,170,38,M,2018
Brasília - DF,"04:2,01_a_3,00",108,1.453,1.254,3.527,29.585,4.720,43.848,4.567,11.160,309,90,M,2018
Brasília - DF,"05:3,01_a_4,00",37,402,440,1.803,4.707,2.168,45.130,2.965,9.741,342,116,M,2018
Brasília - DF,"06:4,01_a_5,00",5,192,164,516,1.036,588,17.894,1.756,8.756,294,101,M,2018
Brasília - DF,"07:5,01_a_7,00",6,323,207,1.036,1.961,515,31.127,2.818,17.685,653,199,M,2018
Brasília - DF,"08:7,01_a_10,00",4,244,150,630,3.269,343,27.128,1.497,27.468,1.037,250,M,2018
Brasília - DF,"09:10,01_a_15,00",0,83,82,285,1.901,241,8.148,1.065,47.185,1.874,579,M,2018
Brasília - DF,"10:15,01_a_20,00",0,8,10,37,278,54,1.953,342,23.066,995,907,M,2018
Brasília - DF,"11:mais_de_20,00",0,8,9,36,156,50,1.197,262,28.436,1.735,1.202,M,2018
Porto Velho - RO,"00:ate_0,50",1,2,1,6,11,17,22,2,11,0,0,F,2008
Porto Velho - RO,"01:0,51_a_1,00",21,29,74,118,388,209,4.143,39,100,3,1,F,2008
Porto Velho - RO,"02:1,01_a_1,50",46,142,281,962,1.598,1.125,10.841,488,300,4,0,F,2008
Porto Velho - RO,"03:1,51_a_2,00",6,45,122,228,445,316,4.820,318,657,8,2,F,2008
Porto Velho - RO,"04:2,01_a_3,00",7,56,261,178,509,169,6.332,368,2.683,24,2,F,2008
Porto Velho - RO,"05:3,01_a_4,00",3,75,154,84,162,63,5.206,154,1.584,15,1,F,2008
Porto Velho - RO,"06:4,01_a_5,00",2,52,68,94,153,33,1.468,90,1.052,18,0,F,2008
Porto Velho - RO,"07:5,01_a_7,00",0,161,20,260,491,35,1.525,109,1.198,24,0,F,2008
Porto Velho - RO,"08:7,01_a_10,00",0,9,1,33,94,19,944,72,1.410,27,6,F,2008
Porto Velho - RO,"09:10,01_a_15,00",0,2,0,4,13,3,367,50,973,19,6,F,2008
Porto Velho - RO,"10:15,01_a_20,00",0,0,0,1,1,2,151,10,347,7,2,F,2008
Porto Velho - RO,"11:mais_de_20,00",0,0,1,2,2,0,339,2,478,3,6,F,2008
Rio Branco - AC,"00:ate_0,50",1,4,0,15,6,91,22,4,3,0,0,F,2008
Rio Branco - AC,"01:0,51_a_1,00",6,22,26,59,88,112,286,18,42,1,0,F,2008
Rio Branco - AC,"02:1,01_a_1,50",61,714,332,886,1.468,800,4.567,276,122,2,0,F,2008
Rio Branco - AC,"03:1,51_a_2,00",8,597,49,555,622,218,2.261,312,199,2,0,F,2008
Rio Branco - AC,"04:2,01_a_3,00",3,885,20,846,1.065,174,2.246,614,601,5,1,F,2008
Rio Branco - AC,"05:3,01_a_4,00",0,248,8,216,413,76,1.104,292,818,4,0,F,2008
Rio Branco - AC,"06:4,01_a_5,00",0,169,4,95,412,56,1.222,556,1.010,4,3,F,2008
Rio Branco - AC,"07:5,01_a_7,00",0,133,1,76,293,50,1.155,510,1.664,14,2,F,2008
Rio Branco - AC,"08:7,01_a_10,00",0,36,0,19,62,9,460,156,1.052,3,2,F,2008
Rio Branco - AC,"09:10,01_a_15,00",0,24,0,9,35,6,283,134,756,10,1,F,2008
Rio Branco - AC,"10:15,01_a_20,00",0,1,0,0,2,0,22,2,296,3,4,F,2008
Rio Branco - AC,"11:mais_de_20,00",0,1,0,0,1,0,17,5,404,0,6,F,2008
Manaus - AM,"00:ate_0,50",1,5,5,62,18,437,140,5,15,3,0,F,2008
Manaus - AM,"01:0,51_a_1,00",6,83,64,265,403,1.015,1.814,120,357,5,3,F,2008
Manaus - AM,"02:1,01_a_1,50",93,1.399,1.294,3.389,7.000,5.480,34.711,1.445,1.007,29,2,F,2008
Manaus - AM,"03:1,51_a_2,00",23,304,583,712,1.220,1.299,18.336,1.240,1.190,29,8,F,2008
Manaus - AM,"04:2,01_a_3,00",7,920,792,926,1.884,1.374,20.419,2.430,8.688,52,15,F,2008
Manaus - AM,"05:3,01_a_4,00",2,646,102,189,406,265,9.041,1.471,4.328,57,7,F,2008
Manaus - AM,"06:4,01_a_5,00",0,128,45,97,275,124,3.529,903,3.911,39,5,F,2008
Manaus - AM,"07:5,01_a_7,00",0,42,9,46,152,100,3.966,1.017,6.304,64,18,F,2008
Manaus - AM,"08:7,01_a_10,00",0,28,12,17,85,53,1.635,593,6.111,60,16,F,2008
Manaus - AM,"09:10,01_a_15,00",0,9,2,6,26,23,628,244,3.545,85,16,F,2008
Manaus - AM,"10:15,01_a_20,00",0,2,0,2,6,6,220,60,1.622,29,6,F,2008
Manaus - AM,"11:mais_de_20,00",0,0,0,1,10,5,134,49,1.913,19,12,F,2008
Boa Vista - RR,"00:ate_0,50",0,0,0,3,2,21,8,1,4,0,0,F,2008
Boa Vista - RR,"01:0,51_a_1,00",10,30,81,108,326,116,539,50,32,2,0,F,2008
Boa Vista - RR,"02:1,01_a_1,50",42,189,507,470,1.377,595,4.856,218,310,3,0,F,2008
Boa Vista - RR,"03:1,51_a_2,00",3,24,37,80,119,81,962,138,158,2,0,F,2008
Boa Vista - RR,"04:2,01_a_3,00",0,13,36,100,145,59,1.034,140,464,39,0,F,2008
Boa Vista - RR,"05:3,01_a_4,00",0,9,9,73,67,32,530,87,308,39,0,F,2008
Boa Vista - RR,"06:4,01_a_5,00",0,69,13,267,167,9,493,79,297,1,0,F,2008
Boa Vista - RR,"07:5,01_a_7,00",0,86,4,326,505,7,1.485,85,462,8,0,F,2008
Boa Vista - RR,"08:7,01_a_10,00",0,2,2,16,24,4,453,49,972,5,0,F,2008
Boa Vista - RR,"09:10,01_a_15,00",0,1,1,16,8,5,78,17,376,8,0,F,2008
Boa Vista - RR,"10:15,01_a_20,00",0,2,0,1,0,0,18,5,148,3,1,F,2008
Boa Vista - RR,"11:mais_de_20,00",0,0,1,3,3,1,63,1,163,0,3,F,2008
Belém - PA,"00:ate_0,50",0,3,4,61,65,318,246,17,82,1,1,F,2008
Belém - PA,"01:0,51_a_1,00",8,72,83,1.187,1.194,776,4.654,213,425,12,4,F,2008
Belém - PA,"02:1,01_a_1,50",109,491,471,4.240,6.734,4.205,29.406,1.455,1.804,47,13,F,2008
Belém - PA,"03:1,51_a_2,00",8,113,114,557,1.340,893,11.688,1.076,2.151,41,9,F,2008
Belém - PA,"04:2,01_a_3,00",7,32,50,504,965,689,9.649,1.201,5.301,195,8,F,2008
Belém - PA,"05:3,01_a_4,00",0,5,12,126,457,486,5.338,812,4.723,82,9,F,2008
Belém - PA,"06:4,01_a_5,00",0,10,16,82,202,117,2.595,543,5.933,94,9,F,2008
Belém - PA,"07:5,01_a_7,00",0,16,10,90,234,111,2.856,424,8.679,152,10,F,2008
Belém - PA,"08:7,01_a_10,00",0,4,3,14,60,54,1.205,234,5.972,169,11,F,2008
Belém - PA,"09:10,01_a_15,00",0,0,3,4,20,13,414,118,3.107,84,21,F,2008
Belém - PA,"10:15,01_a_20,00",0,0,0,0,3,1,110,21,1.512,41,16,F,2008
Belém - PA,"11:mais_de_20,00",0,0,0,0,2,0,131,33,2.159,20,23,F,2008
Macapá - AP,"00:ate_0,50",0,0,2,19,9,87,59,5,10,0,0,F,2008
Macapá - AP,"01:0,51_a_1,00",5,11,10,53,134,218,1.066,80,66,1,0,F,2008
Macapá - AP,"02:1,01_a_1,50",23,86,101,317,943,632,5.908,346,245,4,0,F,2008
Macapá - AP,"03:1,51_a_2,00",32,60,66,234,659,268,2.592,207,242,3,1,F,2008
Macapá - AP,"04:2,01_a_3,00",2,2,5,16,55,47,2.161,187,450,2,0,F,2008
Macapá - AP,"05:3,01_a_4,00",0,5,0,7,27,11,1.322,106,415,5,0,F,2008
Macapá - AP,"06:4,01_a_5,00",1,24,4,59,267,12,2.305,55,422,5,0,F,2008
Macapá - AP,"07:5,01_a_7,00",0,28,0,143,376,5,6.270,68,1.307,5,3,F,2008
Macapá - AP,"08:7,01_a_10,00",0,6,4,37,74,6,2.673,41,898,5,2,F,2008
Macapá - AP,"09:10,01_a_15,00",0,0,0,0,6,2,941,36,666,16,2,F,2008
Macapá - AP,"10:15,01_a_20,00",0,0,1,1,2,1,130,10,285,5,2,F,2008
Macapá - AP,"11:mais_de_20,00",0,0,0,0,7,2,226,6,231,3,2,F,2008
Palmas - TO,"00:ate_0,50",2,0,1,1,2,7,18,2,65,0,0,F,2008
Palmas - TO,"01:0,51_a_1,00",8,34,9,99,156,130,899,44,196,0,1,F,2008
Palmas - TO,"02:1,01_a_1,50",715,1.415,95,264,2.980,656,6.847,252,916,5,2,F,2008
Palmas - TO,"03:1,51_a_2,00",613,34,19,41,288,110,2.962,225,860,1,1,F,2008
Palmas - TO,"04:2,01_a_3,00",8,20,19,27,450,72,5.552,234,3.128,2,1,F,2008
Palmas - TO,"05:3,01_a_4,00",1,7,3,16,157,45,2.493,103,2.295,3,0,F,2008
Palmas - TO,"06:4,01_a_5,00",0,5,4,5,67,18,3.521,73,1.453,3,4,F,2008
Palmas - TO,"07:5,01_a_7,00",0,0,1,7,50,44,1.322,68,4.933,7,1,F,2008
Palmas - TO,"08:7,01_a_10,00",0,2,1,2,16,29,633,49,1.744,2,1,F,2008
Palmas - TO,"09:10,01_a_15,00",0,0,1,0,2,13,59,25,848,7,3,F,2008
Palmas - TO,"10:15,01_a_20,00",0,0,0,1,0,4,85,4,416,10,2,F,2008
Palmas - TO,"11:mais_de_20,00",0,0,0,0,0,0,22,3,322,5,0,F,2008
São Luiz - MA,"00:ate_0,50",0,2,3,1,17,20,91,10,68,0,0,F,2008
São Luiz - MA,"01:0,51_a_1,00",16,46,30,51,235,259,4.916,126,281,15,0,F,2008
São Luiz - MA,"02:1,01_a_1,50",44,1.155,1.347,698,1.858,1.423,32.876,1.312,1.765,305,0,F,2008
São Luiz - MA,"03:1,51_a_2,00",6,111,212,70,190,148,8.926,776,1.861,93,1,F,2008
São Luiz - MA,"04:2,01_a_3,00",1,80,128,19,117,110,11.337,1.783,5.672,111,0,F,2008
São Luiz - MA,"05:3,01_a_4,00",0,5,74,8,45,15,5.842,447,5.006,55,1,F,2008
São Luiz - MA,"06:4,01_a_5,00",0,4,50,15,49,17,2.096,296,5.304,118,2,F,2008
São Luiz - MA,"07:5,01_a_7,00",0,1,40,25,69,14,3.592,226,3.542,52,6,F,2008
São Luiz - MA,"08:7,01_a_10,00",0,1,13,0,16,8,1.228,147,2.314,67,7,F,2008
São Luiz - MA,"09:10,01_a_15,00",0,1,14,0,13,4,554,67,1.351,58,5,F,2008
São Luiz - MA,"10:15,01_a_20,00",0,0,6,0,3,2,301,74,689,21,5,F,2008
São Luiz - MA,"11:mais_de_20,00",0,0,3,0,3,0,170,31,900,8,6,F,2008
Terezina - PI,"00:ate_0,50",0,5,7,33,27,124,78,18,111,2,0,F,2008
Terezina - PI,"01:0,51_a_1,00",10,63,68,231,533,418,1.866,232,941,3,0,F,2008
Terezina - PI,"02:1,01_a_1,50",286,1.637,918,1.929,3.961,3.354,18.582,4.181,2.568,9,1,F,2008
Terezina - PI,"03:1,51_a_2,00",27,192,296,162,516,569,5.137,1.107,4.556,5,0,F,2008
Terezina - PI,"04:2,01_a_3,00",24,106,182,36,380,509,4.826,1.805,4.751,8,1,F,2008
Terezina - PI,"05:3,01_a_4,00",2,52,13,7,183,89,1.918,2.791,9.554,19,1,F,2008
Terezina - PI,"06:4,01_a_5,00",0,32,3,8,44,13,892,172,2.907,7,2,F,2008
Terezina - PI,"07:5,01_a_7,00",0,80,2,11,109,27,1.370,123,2.407,11,1,F,2008
Terezina - PI,"08:7,01_a_10,00",0,11,0,3,40,11,764,59,1.607,28,11,F,2008
Terezina - PI,"09:10,01_a_15,00",0,7,1,0,7,5,454,37,1.001,31,3,F,2008
Terezina - PI,"10:15,01_a_20,00",0,1,0,0,1,0,154,14,504,21,9,F,2008
Terezina - PI,"11:mais_de_20,00",0,1,0,0,1,0,203,14,631,8,7,F,2008
Fortaleza - CE,"00:ate_0,50",6,11,70,52,220,238,513,58,230,3,1,F,2008
Fortaleza - CE,"01:0,51_a_1,00",49,237,304,911,2.840,2.516,9.610,684,1.710,16,1,F,2008
Fortaleza - CE,"02:1,01_a_1,50",216,2.693,3.705,9.273,20.703,11.296,73.818,4.484,5.507,56,7,F,2008
Fortaleza - CE,"03:1,51_a_2,00",11,685,230,1.274,1.621,1.544,13.533,2.371,4.958,494,2,F,2008
Fortaleza - CE,"04:2,01_a_3,00",3,293,101,563,815,899,9.564,2.936,9.177,2.006,13,F,2008
Fortaleza - CE,"05:3,01_a_4,00",0,114,31,222,415,331,4.527,1.654,7.313,3.005,43,F,2008
Fortaleza - CE,"06:4,01_a_5,00",1,49,8,80,203,142,2.078,733,4.159,1.888,21,F,2008
Fortaleza - CE,"07:5,01_a_7,00",0,123,9,172,392,237,3.829,1.354,8.336,1.918,29,F,2008
Fortaleza - CE,"08:7,01_a_10,00",0,38,2,55,164,57,1.739,470,5.548,1.539,47,F,2008
Fortaleza - CE,"09:10,01_a_15,00",0,9,1,4,98,11,442,224,3.373,748,39,F,2008
Fortaleza - CE,"10:15,01_a_20,00",0,1,0,19,41,7,112,105,1.562,220,48,F,2008
Fortaleza - CE,"11:mais_de_20,00",0,10,2,5,27,65,162,372,2.103,415,49,F,2008
Natal - RN,"00:ate_0,50",1,3,2,24,34,260,344,22,81,6,0,F,2008
Natal - RN,"01:0,51_a_1,00",21,133,143,369,473,789,2.807,201,600,15,0,F,2008
Natal - RN,"02:1,01_a_1,50",131,929,2.143,6.894,4.434,5.052,31.290,1.319,2.096,12,1,F,2008
Natal - RN,"03:1,51_a_2,00",12,103,728,1.692,603,684,8.207,731,2.022,23,1,F,2008
Natal - RN,"04:2,01_a_3,00",1,29,299,1.371,180,233,10.028,710,7.394,28,5,F,2008
Natal - RN,"05:3,01_a_4,00",0,17,123,557,63,86,3.530,313,4.591,34,4,F,2008
Natal - RN,"06:4,01_a_5,00",0,11,31,234,53,43,1.570,161,3.087,31,6,F,2008
Natal - RN,"07:5,01_a_7,00",0,10,31,153,110,26,1.427,200,2.875,50,5,F,2008
Natal - RN,"08:7,01_a_10,00",1,7,12,26,24,23,644,157,2.643,41,6,F,2008
Natal - RN,"09:10,01_a_15,00",0,1,2,7,7,10,331,120,2.437,45,11,F,2008
Natal - RN,"10:15,01_a_20,00",0,0,3,0,0,1,85,32,1.126,11,12,F,2008
Natal - RN,"11:mais_de_20,00",0,0,2,0,1,1,82,29,1.125,8,3,F,2008
João Pessoa - PB,"00:ate_0,50",4,5,6,10,27,9,74,15,128,1,1,F,2008
João Pessoa - PB,"01:0,51_a_1,00",21,101,130,264,9.936,311,2.924,170,758,15,0,F,2008
João Pessoa - PB,"02:1,01_a_1,50",199,666,849,2.648,8.782,2.204,17.911,2.644,3.846,22,0,F,2008
João Pessoa - PB,"03:1,51_a_2,00",134,155,228,408,3.017,284,3.752,828,3.096,20,0,F,2008
João Pessoa - PB,"04:2,01_a_3,00",8,96,53,228,4.216,109,2.475,1.570,7.984,32,0,F,2008
João Pessoa - PB,"05:3,01_a_4,00",0,21,25,76,2.801,34,791,665,2.929,34,4,F,2008
João Pessoa - PB,"06:4,01_a_5,00",0,10,9,92,741,16,419,225,1.188,14,12,F,2008
João Pessoa - PB,"07:5,01_a_7,00",2,10,3,108,885,7,920,175,1.773,52,7,F,2008
João Pessoa - PB,"08:7,01_a_10,00",0,21,0,20,1.301,4,372,87,1.688,22,2,F,2008
João Pessoa - PB,"09:10,01_a_15,00",0,3,0,10,296,3,78,47,1.244,17,8,F,2008
João Pessoa - PB,"10:15,01_a_20,00",0,0,0,2,112,0,35,9,641,2,3,F,2008
João Pessoa - PB,"11:mais_de_20,00",0,0,0,4,108,0,85,5,743,2,0,F,2008
Recife - PE,"00:ate_0,50",2,10,12,40,69,92,349,42,302,2,0,F,2008
Recife - PE,"01:0,51_a_1,00",15,108,204,386,1.257,962,4.716,469,993,32,0,F,2008
Recife - PE,"02:1,01_a_1,50",142,990,1.738,3.446,17.024,5.745,52.453,3.764,3.988,79,8,F,2008
Recife - PE,"03:1,51_a_2,00",12,174,339,448,11.707,883,15.902,2.433,3.416,67,10,F,2008
Recife - PE,"04:2,01_a_3,00",52,63,228,192,13.184,568,10.300,2.715,8.122,111,14,F,2008
Recife - PE,"05:3,01_a_4,00",12,16,79,52,9.866,240,3.598,1.312,6.569,96,7,F,2008
Recife - PE,"06:4,01_a_5,00",0,12,22,38,5.061,108,1.854,789,4.743,111,13,F,2008
Recife - PE,"07:5,01_a_7,00",0,6,10,101,2.535,83,2.957,819,7.997,173,33,F,2008
Recife - PE,"08:7,01_a_10,00",0,7,4,30,480,59,1.280,511,7.618,185,24,F,2008
Recife - PE,"09:10,01_a_15,00",0,2,2,11,196,28,589,284,4.153,157,47,F,2008
Recife - PE,"10:15,01_a_20,00",0,0,7,2,16,10,119,109,2.199,64,28,F,2008
Recife - PE,"11:mais_de_20,00",0,0,4,0,20,1,121,93,2.952,63,25,F,2008
Maceió - AL,"00:ate_0,50",0,1,11,14,13,29,45,17,54,1,0,F,2008
Maceió - AL,"01:0,51_a_1,00",31,85,108,247,547,450,1.209,139,427,6,0,F,2008
Maceió - AL,"02:1,01_a_1,50",147,730,1.956,2.392,5.185,3.930,15.392,1.155,1.527,15,2,F,2008
Maceió - AL,"03:1,51_a_2,00",4,120,456,568,794,1.092,4.891,654,1.120,13,1,F,2008
Maceió - AL,"04:2,01_a_3,00",4,107,356,486,1.449,2.474,2.324,1.048,4.198,23,2,F,2008
Maceió - AL,"05:3,01_a_4,00",0,56,130,114,492,542,1.101,624,2.346,19,2,F,2008
Maceió - AL,"06:4,01_a_5,00",0,9,47,59,367,339,678,350,2.089,10,3,F,2008
Maceió - AL,"07:5,01_a_7,00",0,19,15,73,535,335,585,462,3.310,21,10,F,2008
Maceió - AL,"08:7,01_a_10,00",0,4,14,35,134,582,428,536,3.548,32,6,F,2008
Maceió - AL,"09:10,01_a_15,00",0,1,1,3,24,25,128,135,1.222,16,8,F,2008
Maceió - AL,"10:15,01_a_20,00",0,1,1,0,5,2,28,16,502,4,1,F,2008
Maceió - AL,"11:mais_de_20,00",0,0,3,0,9,4,37,21,673,5,0,F,2008
Aracaju - SE,"00:ate_0,50",3,9,8,49,53,107,384,22,103,0,0,F,2008
Aracaju - SE,"01:0,51_a_1,00",17,122,136,434,673,633,2.979,247,542,4,1,F,2008
Aracaju - SE,"02:1,01_a_1,50",96,485,499,2.518,3.005,2.473,16.317,1.163,1.435,8,1,F,2008
Aracaju - SE,"03:1,51_a_2,00",5,44,52,980,919,477,4.461,519,1.074,8,3,F,2008
Aracaju - SE,"04:2,01_a_3,00",0,18,21,491,1.068,436,4.184,723,3.146,27,7,F,2008
Aracaju - SE,"05:3,01_a_4,00",0,15,16,66,157,121,1.593,501,3.818,109,7,F,2008
Aracaju - SE,"06:4,01_a_5,00",1,8,16,87,76,57,1.075,293,2.918,46,13,F,2008
Aracaju - SE,"07:5,01_a_7,00",0,13,2,32,59,51,1.151,257,3.594,130,19,F,2008
Aracaju - SE,"08:7,01_a_10,00",0,4,1,3,18,24,614,140,2.643,68,10,F,2008
Aracaju - SE,"09:10,01_a_15,00",0,1,3,0,4,4,334,69,1.377,85,10,F,2008
Aracaju - SE,"10:15,01_a_20,00",0,0,1,0,3,1,97,25,441,8,26,F,2008
Aracaju - SE,"11:mais_de_20,00",0,0,0,0,1,0,57,12,1.008,4,6,F,2008
Salvador - BA,"00:ate_0,50",0,10,7,135,32,345,312,33,129,1,0,F,2008
Salvador - BA,"01:0,51_a_1,00",21,134,166,434,820,1.726,7.899,455,673,13,1,F,2008
Salvador - BA,"02:1,01_a_1,50",234,1.098,1.639,4.377,7.488,6.994,74.149,3.958,3.154,40,5,F,2008
Salvador - BA,"03:1,51_a_2,00",18,380,610,2.386,1.623,1.480,24.768,2.589,5.007,46,8,F,2008
Salvador - BA,"04:2,01_a_3,00",4,188,412,765,1.551,1.409,25.657,4.016,10.509,134,11,F,2008
Salvador - BA,"05:3,01_a_4,00",0,28,71,117,368,542,13.408,1.954,9.695,152,16,F,2008
Salvador - BA,"06:4,01_a_5,00",0,17,21,74,171,224,11.278,2.024,10.341,101,22,F,2008
Salvador - BA,"07:5,01_a_7,00",0,43,23,175,352,423,10.193,1.752,18.758,259,20,F,2008
Salvador - BA,"08:7,01_a_10,00",0,53,32,74,100,115,3.628,589,12.536,286,51,F,2008
Salvador - BA,"09:10,01_a_15,00",0,17,11,39,51,39,1.463,317,6.452,248,54,F,2008
Salvador - BA,"10:15,01_a_20,00",0,7,1,7,12,14,348,94,3.167,91,48,F,2008
Salvador - BA,"11:mais_de_20,00",0,2,1,1,16,15,339,54,3.796,52,26,F,2008
Belo Horizonte - MG,"00:ate_0,50",28,227,347,506,527,804,743,117,554,4,0,F,2008
Belo Horizonte - MG,"01:0,51_a_1,00",164,827,1.905,3.555,3.613,3.651,9.638,922,2.202,15,4,F,2008
Belo Horizonte - MG,"02:1,01_a_1,50",778,5.640,18.092,23.473,35.664,17.298,94.258,4.552,6.144,34,5,F,2008
Belo Horizonte - MG,"03:1,51_a_2,00",67,565,1.717,2.864,5.874,2.960,38.805,4.599,9.574,28,10,F,2008
Belo Horizonte - MG,"04:2,01_a_3,00",47,401,847,1.297,3.210,1.873,33.577,6.853,56.128,49,8,F,2008
Belo Horizonte - MG,"05:3,01_a_4,00",2,71,208,285,1.223,652,13.363,3.196,32.004,158,11,F,2008
Belo Horizonte - MG,"06:4,01_a_5,00",2,21,71,167,492,249,6.677,1.758,22.964,362,19,F,2008
Belo Horizonte - MG,"07:5,01_a_7,00",0,20,332,210,601,267,6.751,1.421,26.217,1.437,26,F,2008
Belo Horizonte - MG,"08:7,01_a_10,00",0,10,44,40,169,102,3.778,831,17.559,763,33,F,2008
Belo Horizonte - MG,"09:10,01_a_15,00",0,2,4,10,61,39,1.970,425,11.314,1.079,53,F,2008
Belo Horizonte - MG,"10:15,01_a_20,00",0,5,2,2,27,11,406,112,6.229,455,56,F,2008
Belo Horizonte - MG,"11:mais_de_20,00",0,9,25,8,25,6,458,103,8.452,249,162,F,2008
Vitória - ES,"00:ate_0,50",1,17,28,51,134,299,113,37,88,0,0,F,2008
Vitória - ES,"01:0,51_a_1,00",11,156,105,274,572,755,2.561,305,977,3,0,F,2008
Vitória - ES,"02:1,01_a_1,50",93,1.010,1.129,3.127,5.286,2.995,14.849,910,943,9,3,F,2008
Vitória - ES,"03:1,51_a_2,00",26,320,659,310,834,749,8.561,1.206,1.603,6,1,F,2008
Vitória - ES,"04:2,01_a_3,00",15,216,357,163,435,430,6.533,1.450,2.915,15,2,F,2008
Vitória - ES,"05:3,01_a_4,00",4,58,30,57,127,111,2.356,749,6.903,15,1,F,2008
