Sexo Trabalhador = 01:Masculino
;Faixa Etária;IBGE Subsetor
Capital; 01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;01:10 A 14;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;02:15 A 17;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;03:18 A 24;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;04:25 A 29;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;05:30 A 39;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;06:40 A 49;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;07:50 A 64;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;08:65 OU MAIS;{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};{ñ class};Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
211130:São Luiz - MA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;4;7;1;27;0;5;3;4;110;0;0;1;0;184;1;8;53;51;2;6;28;73;16;16;30;0;222;67;307;4.304;336;263;938;425;1.683;765;417;1.172;18;0;11.201;3;8;88;29;1;5;29;89;13;29;56;0;275;121;378;4.104;402;319;1.100;669;2.255;1.229;962;3.274;25;0;15.463;4;12;117;37;4;3;34;122;14;44;103;1;514;159;496;4.568;445;354;1.587;1.004;4.401;2.426;1.842;11.728;51;0;30.070;4;15;63;16;2;4;22;71;10;30;98;0;306;246;225;1.659;201;451;1.071;629;2.700;1.385;1.123;20.817;40;0;31.188;3;3;13;4;0;1;6;23;0;13;57;0;76;138;89;445;46;149;586;246;1.021;387;518;22.497;34;0;26.355;1;0;1;0;0;0;0;2;0;1;2;0;2;2;3;10;0;2;37;11;45;11;27;1.539;2;1.698;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;16;46;335;159;9;19;119;380;53;133;346;1;1.399;740;1.499;15.117;1.430;1.543;5.322;2.988;12.215;6.203;4.889;61.029;170;0;116.160
221100:Terezina - PI;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;20;2;1;0;0;1;0;0;1;0;26;0;0;0;1;0;2;1;4;0;4;17;0;6;0;13;131;28;13;5;3;22;9;47;1;0;307;0;15;9;9;4;34;16;39;24;58;247;3;297;16;172;3.246;399;382;365;135;1.302;720;509;1.445;19;0;9.465;2;28;16;11;3;37;24;58;21;73;325;4;347;28;182;2.922;506;350;505;198;1.893;1.189;1.452;3.760;21;0;13.955;7;40;28;12;6;53;39;82;33;98;984;3;474;51;270;3.380;633;406;650;387;3.638;2.689;2.854;9.484;45;0;26.346;5;32;18;8;3;11;33;37;24;54;649;1;209;195;177;1.270;214;348;439;202;2.740;2.190;2.249;15.940;31;0;27.079;3;14;7;1;0;1;7;7;7;14;168;1;39;181;66;268;22;98;266;158;1.154;1.088;1.220;13.156;11;0;17.957;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;9;0;1;7;11;38;64;42;855;1;1.032;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;17;129;78;42;16;138;120;228;110;301;2.390;12;1.372;473;881;11.246;1.804;1.599;2.237;1.094;10.788;7.949;8.373;44.644;128;0;96.169
230440:Fortaleza - CE;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;2;0;1;0;0;0;0;0;0;8;0;0;8;0;10;0;3;5;4;4;72;1;33;10;24;210;35;7;65;23;351;19;16;4;2;906;9;12;59;25;45;43;53;281;112;146;4.430;210;1.190;35;534;11.409;1.384;812;7.744;676;5.648;1.366;1.607;1.667;87;0;39.584;12;18;63;27;69;25;51;332;142;181;5.003;393;1.272;71;519;9.151;1.386;1.206;5.096;846;5.778;2.780;2.944;5.492;109;0;42.966;20;25;101;45;145;32;92;460;184;281;8.710;478;2.127;239;957;9.898;1.928;1.405;5.958;1.305;8.998;5.305;5.455;15.492;170;0;69.810;30;16;78;19;67;28;61;268;98;182;6.042;210;1.422;223;735;4.574;912;1.660;4.026;916;6.286;3.674;4.502;26.226;141;0;62.396;20;7;30;5;9;4;19;77;38;69;1.937;28;344;186;307;1.436;267;694;1.810;394;2.834;1.705;2.211;34.152;82;0;48.665;0;0;3;0;1;0;0;5;0;3;31;0;13;0;17;44;9;7;53;23;101;95;146;4.791;1;5.343;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;91;78;342;121;346;132;279;1.428;578;866;26.225;1.320;6.401;765;3.095;36.724;5.923;5.791;24.753;4.183;29.996;14.944;16.881;87.825;592;0;269.679
240810:Natal - RN;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;3;0;1;0;1;0;0;0;3;0;0;105;0;10;5;32;236;34;9;34;17;178;23;28;0;1;717;9;29;14;4;4;2;14;88;25;3;2.824;36;248;74;300;6.498;461;314;2.124;251;2.256;897;758;443;48;0;17.724;42;20;13;10;5;2;28;80;25;8;2.100;66;231;84;308;4.539;474;416;1.954;303;2.375;1.392;1.257;2.108;44;0;17.884;41;21;15;11;2;0;37;106;23;15;3.109;105;323;207;344;4.623;595;492;2.643;489;3.896;2.277;2.036;7.516;64;0;28.990;77;10;6;2;0;4;29;84;16;3;2.190;55;173;321;166;1.994;249;469;1.814;309;2.895;1.414;1.452;21.747;58;0;35.537;40;4;2;2;0;0;7;36;8;2;622;9;45;163;71;543;46;167;799;154;1.335;560;579;18.043;29;0;23.266;0;0;0;0;0;1;0;1;0;0;5;1;1;6;1;13;1;2;21;1;55;17;22;1.040;0;1.188;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;2;209;85;50;30;11;9;115;398;97;31;10.956;272;1.031;860;1.222;18.448;1.860;1.869;9.389;1.525;12.990;6.580;6.133;50.897;244;0;125.311
250750:João Pessoa - PB;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;4;0;3;0;1;20;4;0;9;2;71;0;3;2;0;122;0;14;12;44;0;0;14;83;28;21;197;62;150;61;222;3.153;310;208;688;128;1.033;468;460;2.025;14;0;9.395;0;28;11;31;0;0;15;121;24;43;364;128;186;131;281;2.699;332;335;811;191;1.165;971;1.088;4.374;23;0;13.352;2;27;20;17;1;2;21;186;57;49;709;177;266;229;452;2.796;399;424;1.254;270;1.967;1.938;2.364;9.881;42;0;23.550;0;16;6;7;0;0;9;79;37;28;425;42;140;208;277;1.052;139;450;704;164;1.500;1.622;2.183;21.526;59;0;30.673;0;7;4;2;0;0;2;22;4;14;103;8;43;95;98;295;31;149;278;82;823;820;1.838;21.467;57;0;26.242;0;2;0;0;0;0;0;0;0;0;1;0;1;6;2;5;1;0;9;12;45;41;106;1.305;3;1.539;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;94;53;101;1;2;61;493;150;155;1.803;417;789;730;1.333;10.020;1.216;1.566;3.754;849;6.604;5.860;8.042;60.580;198;0;104.874
261160:Recife - PE;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;1;4;0;2;2;0;12;1;4;195;16;11;18;4;191;0;6;2;1;471;24;34;48;40;49;8;21;218;91;119;252;11;622;87;390;8.682;1.068;892;8.400;666;3.422;1.502;863;2.156;84;0;29.749;78;54;67;68;71;3;39;368;128;223;341;11;874;244;630;8.092;1.493;1.383;6.733;971;4.080;3.640;2.264;7.371;108;0;39.334;104;105;108;64;107;17;90;542;141;332;894;21;1.449;409;990;9.764;2.260;1.644;7.019;1.344;7.254;7.823;5.730;19.351;211;0;67.773;64;58;59;46;49;9;37;299;78;195;882;9;767;458;888;4.313;1.074;1.425;3.864;1.012;4.815;4.579;5.538;31.913;158;0;62.589;19;22;30;9;16;7;20;81;25;42;418;3;271;507;734;1.547;327;483;2.002;470;2.124;1.735;4.047;25.546;98;0;40.583;1;2;2;0;1;0;2;5;0;1;7;0;14;5;29;46;6;1;75;30;149;90;335;1.456;3;2.260;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;290;275;314;228;293;44;210;1.517;463;914;2.796;55;4.009;1.711;3.665;32.644;6.244;5.839;28.112;4.497;22.035;19.369;18.783;87.795;663;0;242.765
270430:Maceió - AL;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;0;3;0;0;0;0;8;0;1;0;0;0;0;0;2;0;1;0;0;3;9;1;107;16;2;8;0;68;2;1;0;0;221;2;1;9;5;0;2;7;34;5;46;22;0;200;47;67;3.752;292;280;523;183;1.397;569;415;644;9;0;8.511;5;4;12;22;0;1;18;51;11;79;53;1;297;57;145;3.381;365;390;666;269;1.890;1.027;1.105;2.539;15;0;12.403;7;10;22;18;1;7;25;107;22;128;120;1;486;78;193;3.899;518;503;1.069;507;3.767;2.125;3.082;7.748;28;0;24.471;9;3;19;12;0;3;16;66;13;104;117;3;244;166;116;1.450;202;439;698;295;2.393;1.581;2.384;11.257;31;0;21.621;0;2;6;1;0;2;4;13;1;34;73;0;80;130;28;439;36;117;248;128;860;702;1.604;9.237;20;0;13.765;0;0;0;0;0;0;1;0;0;0;0;0;2;5;4;7;0;0;5;6;32;24;69;500;2;657;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23;21;68;58;1;15;71;273;52;392;386;5;1.312;492;554;13.039;1.429;1.731;3.217;1.388;10.410;6.030;8.660;31.925;105;0;81.657
280030:Aracaju - SE;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;2;0;0;0;0;0;0;0;0;7;0;0;0;10;0;0;1;0;1;0;10;0;3;0;15;101;2;5;2;8;72;3;8;0;1;242;14;16;22;42;6;2;11;61;4;34;176;4;226;42;186;3.239;231;216;660;150;1.296;805;468;1.156;16;0;9.083;24;17;14;63;5;0;9;85;6;43;208;0;265;87;252;3.130;298;328;797;268;1.452;1.416;1.021;2.635;28;0;12.451;32;53;35;98;11;2;18;90;10;68;393;2;446;146;342;3.551;403;380;1.256;344;2.387;2.565;2.065;6.406;48;0;21.151;82;56;15;26;3;0;16;64;4;26;470;0;183;193;271;1.346;133;459;780;183;1.592;1.648;1.251;12.031;111;0;20.943;67;18;4;1;3;0;6;16;2;5;136;0;52;160;160;276;34;152;274;93;718;569;463;9.182;148;0;12.539;2;0;1;0;0;0;0;2;0;0;3;0;0;8;3;9;2;0;5;2;25;24;23;415;4;528;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;222;160;91;241;28;4;61;318;27;176;1.397;6;1.175;636;1.229;11.655;1.105;1.540;3.774;1.048;7.542;7.030;5.299;31.825;356;0;76.945
292740:Salvador - BA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;1;0;4;0;1;0;0;22;0;0;0;0;0;0;0;2;0;0;2;0;3;110;2;272;20;33;37;35;330;9;38;1;0;894;24;20;128;28;15;5;44;168;16;93;377;1;327;100;440;10.560;1.012;912;9.691;1.152;4.939;2.033;1.184;2.931;24;1;36.225;99;31;155;80;19;8;57;271;47;155;535;0;645;223;753;10.919;1.423;1.375;9.361;1.446;6.920;5.501;2.979;9.748;33;0;52.783;143;39;148;74;27;11;110;356;40;274;1.044;10;1.024;410;1.404;12.740;2.060;1.719;9.594;2.124;12.810;9.853;7.088;28.387;54;0;91.543;269;24;72;35;15;8;69;248;40;223;911;6;614;586;1.140;5.633;1.127;1.899;4.987;1.467;8.761;6.141;5.542;38.950;44;0;78.811;200;24;18;7;3;1;25;142;10;80;587;1;203;647;620;1.837;393;638;2.119;843;3.912;1.995;2.850;39.079;16;0;56.250;1;1;0;0;0;0;3;9;2;3;14;0;5;8;37;60;26;9;79;30;183;82;282;3.481;2;4.317;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;736;139;521;224;79;33;308;1.196;155;828;3.470;18;2.821;2.084;4.396;42.037;6.061;6.585;35.870;7.097;37.859;25.614;19.964;122.577;173;1;320.846
310620:Belo Horizonte - MG;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;6;1;0;0;0;1;0;1;0;0;11;1;1;5;3;3;6;3;12;7;7;19;1;92;0;122;812;122;19;406;33;2.383;46;44;18;7;4.172;28;64;288;187;162;51;65;674;383;442;875;106;1.996;98;1.815;21.345;2.120;1.634;28.093;2.131;12.571;3.858;1.927;4.195;201;0;85.309;105;88;440;299;134;51;88;757;361;538;985;99;2.026;248;1.963;15.513;2.318;2.446;18.586;2.556;13.392;7.333;3.450;17.396;223;0;91.395;155;107;601;291;142;69;132;937;557;690;2.114;212;2.941;668;2.921;16.299;2.915;3.670;20.798;3.181;21.648;11.321;7.068;51.371;328;0;151.136;74;50;335;142;54;29;78;551;358;388;1.831;171;1.818;1.405;1.708;7.614;1.469;3.974;12.939;1.780;17.492;7.979;6.413;83.374;225;0;152.251;33;21;141;49;27;19;57;241;115;108;1.117;57;650;930;765;2.964;465;1.282;6.342;765;9.308;4.196;3.598;67.267;112;0;100.629;1;0;3;1;0;1;2;11;0;5;27;6;11;8;16;98;17;15;289;34;479;182;173;3.546;7;4.932;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;4;397;331;1.813;972;522;226;425;3.183;1.782;2.178;6.969;652;9.534;3.357;9.310;64.651;9.427;13.040;87.455;10.480;77.274;34.915;22.674;227.169;1.103;0;589.839
320530:Vitória - ES;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;13;1;0;3;0;4;6;1;0;0;33;3;0;0;0;0;0;1;21;1;2;2;0;18;0;69;258;18;15;89;61;474;67;32;0;0;1.131;39;0;4;6;0;3;6;129;29;36;53;0;472;40;229;4.290;302;463;2.062;435;2.602;1.137;535;1.658;7;0;14.537;121;1;7;6;0;7;11;195;24;26;55;0;382;81;315;3.109;387;504;2.229;701;2.586;1.639;1.117;3.419;9;0;16.931;139;8;9;11;0;10;7;251;20;50;113;0;656;85;406;3.066;502;627;3.089;725;4.163;2.196;2.042;8.568;29;0;26.772;83;2;1;4;1;7;5;113;11;14;104;0;465;116;213;1.432;189;989;2.002;354;3.291;1.165;1.809;14.366;70;0;26.806;38;0;2;1;0;2;2;50;2;8;60;0;185;92;103;556;79;276;936;237;1.778;499;1.177;9.107;57;0;15.247;0;0;0;0;0;0;0;4;0;0;1;0;1;0;2;13;7;1;39;4;47;27;53;376;2;577;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;423;11;23;28;1;29;32;765;87;136;388;0;2.179;414;1.340;12.737;1.485;2.875;10.449;2.517;14.945;6.736;6.766;37.494;174;0;102.034
330455:Rio de Janeiro - RJ;0;1;2;1;0;0;0;0;0;1;0;0;0;0;2;4;1;0;12;1;2;0;0;0;0;27;1;4;33;12;3;6;4;36;17;52;44;0;50;14;62;772;66;74;287;117;1.891;13;36;5;0;3.599;318;91;265;248;92;114;77;867;538;1.006;2.733;29;1.858;492;1.101;36.028;3.734;4.088;25.385;4.175;21.732;6.615;5.612;2.799;18;0;120.015;1.125;134;423;529;190;142;89;1.342;752;1.723;2.736;46;2.239;690;1.551;29.833;5.110;7.049;25.662;6.164;20.977;12.085;9.441;13.922;38;0;143.992;1.558;257;549;696;346;196;135;2.205;1.274;3.177;4.507;54;4.009;1.334;2.200;34.289;7.457;10.411;32.331;9.888;32.840;19.128;17.300;51.885;51;0;238.077;973;182;405;411;336;182;120;1.649;900;2.284;3.678;55;2.972;1.378;1.538;17.572;4.251;7.944;20.774;7.851;26.030;13.330;16.303;79.418;42;0;210.578;860;89;196;157;164;87;75;803;445;963;2.392;31;1.301;1.235;889;7.534;1.730;3.221;11.242;4.631;16.866;7.285;11.309;76.281;30;0;149.816;33;5;16;5;8;3;9;31;12;35;84;0;46;53;54;361;62;65;640;203;1.395;549;921;5.794;4;10.388;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;15;0;18;4.868;763;1.889;2.059;1.139;730;509;6.933;3.938;9.241;16.174;215;12.475;5.196;7.397;126.393;22.411;32.852;116.333;33.030;121.734;59.005;60.924;230.119;183;0;876.510
355030:São Paulo - SP;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;2;0;3;1;23;0;0;0;1;36;0;4;50;56;40;11;9;107;40;72;304;6;111;86;94;3.454;489;250;1.902;281;6.775;201;433;1;6;14.782;63;370;1.595;2.045;1.879;792;380;3.732;2.130;4.441;11.381;139;6.222;336;3.349;80.639;15.100;16.556;102.255;12.085;43.290;16.198;8.948;15.374;172;0;349.471;116;449;2.064;2.559;2.219;1.298;433;4.779;2.327;7.353;11.345;125;8.278;729;4.313;59.877;16.940;23.467;75.073;15.367;40.421;27.100;13.372;38.672;199;0;358.875;155;698;3.370;3.625;3.530;1.721;628;7.305;3.552;11.906;20.307;203;13.522;1.752;6.236;65.976;23.147;30.828;81.260;19.391;67.461;45.687;24.663;122.845;401;0;560.169;130;363;2.274;1.974;2.166;858;415;4.226;2.199;5.865;14.682;118;8.097;1.732;3.528;29.889;11.363;17.126;38.185;9.763;46.618;31.593;20.730;197.974;274;0;452.142;83;149;912;638;782;285;196;1.667;846;1.883;7.218;43;2.953;1.079;1.485;12.296;4.242;4.874;14.435;3.625;23.578;16.511;12.251;163.567;129;0;275.727;6;4;31;30;17;15;7;73;25;59;216;1;87;41;68;727;194;80;631;160;1.301;766;874;8.653;10;14.076;0;0;0;0;0;0;0;0;0;0;0;0;6;0;1;0;0;0;0;7;553;2.037;10.296;10.927;10.633;4.980;2.068;21.889;11.119;31.579;65.455;635;39.270;5.755;19.073;252.862;71.477;93.181;313.750;60.673;229.468;138.056;81.271;547.086;1.192;0;2.025.285
410690:Curitiba - PR;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;16;2;1;4;1;2;2;1;1;0;34;1;2;12;107;39;80;8;58;22;32;29;0;151;26;17;1.260;84;65;473;74;1.300;169;101;25;2;4.137;2;18;211;659;674;302;119;801;330;563;415;7;1.841;295;394;18.698;1.604;1.820;10.838;1.857;8.555;3.848;2.246;2.134;40;0;58.271;3;31;249;809;717;358;155;1.018;320;642;327;2;2.129;524;466;12.451;1.540;2.837;8.233;2.077;7.884;4.916;3.548;8.043;45;0;59.324;10;57;416;1.086;763;458;283;1.342;538;853;596;8;3.135;830;529;14.475;2.061;3.825;10.416;2.576;15.630;7.650;6.573;28.570;72;0;102.752;9;34;231;389;350;215;239;640;318;464;572;4;1.802;1.110;359;8.085;967;3.038;6.647;1.324;13.401;6.694;5.434;39.228;61;0;91.615;6;34;66;62;74;59;99;248;139;132;405;2;611;397;155;3.472;303;627;3.071;586;6.971;4.280;2.657;25.134;37;0;49.627;2;0;6;0;1;0;2;5;4;2;10;0;9;6;8;115;8;13;97;28;297;217;128;743;1;1.702;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;33;176;1.191;3.112;2.618;1.472;905;4.114;1.671;2.688;2.354;23;9.678;3.190;1.928;58.572;6.569;12.226;39.779;8.523;54.040;27.776;20.688;103.878;258;0;367.462
420540:Florianópolis - SC;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;5;0;0;0;0;10;0;0;0;2;5;0;1;5;0;3;1;1;32;2;4;311;11;2;142;11;604;11;31;0;0;1.179;2;6;8;42;72;0;24;119;35;26;66;1;277;58;133;5.282;234;467;3.876;456;3.530;820;498;1.840;13;0;17.885;1;7;8;44;90;1;18;134;45;34;61;0;275;146;141;3.810;216;705;3.114;621;2.949;1.013;986;5.740;9;0;20.168;4;3;9;33;81;3;26;165;49;37;98;2;487;226;175;4.053;269;776;3.735;764;4.168;1.381;2.021;13.523;15;0;32.103;0;4;8;11;14;0;9;95;23;11;85;0;350;363;108;1.919;117;699;2.407;465;3.472;686;2.291;18.979;9;0;32.125;1;0;5;0;4;1;6;25;3;3;67;0;148;211;60;762;38;143;1.047;268;2.013;327;1.303;9.965;5;0;16.405;0;0;0;0;0;0;0;0;0;1;3;0;3;0;1;22;0;2;32;7;70;5;32;213;0;391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;20;38;132;267;5;84;543;155;115;381;4;1.572;1.006;622;16.163;885;2.794;14.353;2.592;16.811;4.243;7.162;50.260;51;0;120.266
431490:Porto Alegre - RS;0;0;0;0;0;1;0;0;1;0;0;0;2;0;1;6;0;0;2;1;3;1;0;0;0;18;1;2;4;10;8;3;0;17;8;13;13;1;46;14;36;480;49;44;154;91;760;34;15;3;3;1.809;2;64;74;84;242;66;40;601;162;281;259;35;893;179;482;13.283;1.269;1.732;7.675;1.335;6.642;2.677;1.279;1.213;33;0;40.602;6;47;134;136;297;98;65;588;225;459;249;12;1.125;239;521;10.019;1.410;2.819;7.285;1.859;6.242;5.360;2.253;7.344;67;0;48.859;8;61;219;177;291;149;68;777;334;672;441;25;1.790;391;643;10.647;1.826;3.335;8.829;2.324;10.062;9.921;4.149;28.275;79;0;85.493;11;47;163;97;152;139;44;545;202;401;492;8;1.431;541;372;5.470;1.014;3.360;5.884;1.494;8.431;8.106;4.119;51.961;69;0;94.553;9;19;64;38;51;47;23;229;80;161;505;5;765;431;171;2.598;433;1.162;3.395;736;5.196;4.561;2.651;34.253;44;0;57.627;0;1;2;4;3;1;2;15;1;12;31;0;16;6;11;88;15;19;225;28;264;223;165;1.229;8;2.369;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;3;37;241;660;546;1.044;504;242;2.772;1.013;1.999;1.990;86;6.068;1.801;2.237;42.591;6.016;12.471;33.449;7.868;37.601;30.885;14.631;124.278;303;0;331.333
500270:Campo Grande - MS;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;5;0;1;0;2;0;0;0;3;0;1;1;0;7;22;13;283;22;10;59;12;683;19;53;0;0;1.191;1;12;63;14;2;6;22;113;37;45;413;0;496;49;396;4.729;241;361;1.948;372;1.969;990;601;1.649;96;0;14.625;1;9;50;16;3;3;11;96;28;42;298;0;478;87;287;3.337;290;452;1.407;419;2.108;1.497;1.079;4.915;140;0;17.053;8;19;54;20;5;7;33;141;45;54;457;1;611;133;406;3.554;356;596;1.768;531;3.743;2.614;2.185;11.854;251;0;29.446;3;6;17;6;0;2;27;63;16;34;273;0;311;144;283;1.459;170;507;831;298;2.949;1.889;1.853;13.482;180;0;24.803;2;1;6;2;0;0;11;24;8;12;97;0;95;64;109;516;50;82;283;112;1.402;793;1.062;8.482;109;0;13.322;0;0;0;0;0;0;0;0;1;0;2;0;2;1;5;13;1;3;4;4;42;32;23;184;12;329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;48;190;60;10;18;104;440;135;188;1.541;1;2.000;500;1.499;13.895;1.131;2.011;6.300;1.748;12.896;7.834;6.856;40.566;788;0;100.774
510340:Cuiabá - MT;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;3;0;4;15;1;0;0;4;6;8;3;11;0;17;0;42;250;16;3;110;12;277;20;14;3;0;816;11;19;59;4;17;3;63;132;121;46;108;0;298;82;258;5.176;453;393;1.360;354;2.061;716;529;1.067;40;0;13.370;15;20;48;6;19;3;47;103;104;57;83;0;249;135;237;3.347;414;519;1.128;397;1.906;1.047;847;2.933;72;0;13.736;29;33;80;15;17;11;91;135;125;46;181;0;352;181;297;3.312;513;554;1.392;550;3.266;1.564;1.795;8.713;140;0;23.392;27;10;26;7;7;3;41;72;34;30;127;0;181;75;163;1.336;222;332;731;278;2.137;902;1.444;12.530;133;0;20.848;38;11;10;0;2;0;20;23;25;4;57;0;60;27;52;411;67;86;272;104;931;351;915;8.625;97;0;12.188;1;0;0;0;0;1;1;0;1;0;2;0;2;0;1;16;1;0;6;1;17;10;24;270;3;357;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;121;97;238;33;62;21;267;471;418;186;570;0;1.159;500;1.050;13.848;1.686;1.887;4.999;1.696;10.597;4.610;5.568;34.141;485;0;84.710
