;;Sexo Trabalhador;Escolaridade após 2005
Capital; Faixa Remun Média (SM); 01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;01:Masculino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;02:Feminino;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total;Total
230440:Fortaleza - CE;Total;1.897;14.099;9.359;27.368;52.557;29.454;233.374;20.354;70.539;5.529;873;465.403;239;2.215;2.912;9.364;20.580;14.595;180.960;21.567;92.130;12.748;961;358.271;2.136;16.314;12.271;36.732;73.137;44.049;414.334;41.921;162.669;18.277;1.834;823.674
;00:Até 0,50;9;16;12;66;244;469;797;334;1.188;7;0;3.142;3;10;12;55;204;443;974;266;1.467;9;0;3.443;12;26;24;121;448;912;1.771;600;2.655;16;0;6.585
;01:0,51 a 1,00;152;580;389;1.334;2.667;2.502;9.883;1.250;3.484;79;9;22.329;25;166;144;558;1.450;1.845;11.829;1.593;4.922;55;8;22.595;177;746;533;1.892;4.117;4.347;21.712;2.843;8.406;134;17;44.924
;02:1,01 a 1,50;1.120;6.058;4.635;14.438;29.172;16.396;112.595;4.750;5.873;150;23;195.210;193;1.523;2.444;7.241;16.171;10.167;120.329;7.787;11.650;345;27;177.877;1.313;7.581;7.079;21.679;45.343;26.563;232.924;12.537;17.523;495;50;373.087
;03:1,51 a 2,00;319;3.655;2.116;5.722;9.955;4.706;41.483;2.839;5.510;171;22;76.498;4;291;162;711;1.139;919;21.323;3.647;9.635;315;25;38.171;323;3.946;2.278;6.433;11.094;5.625;62.806;6.486;15.145;486;47;114.669
;04:2,01 a 3,00;180;2.170;1.414;3.211;5.098;2.769;30.294;3.628;8.527;434;55;57.780;3;64;43;302;619;600;13.680;3.777;15.819;886;45;35.838;183;2.234;1.457;3.513;5.717;3.369;43.974;7.405;24.346;1.320;100;93.618
;05:3,01 a 4,00;35;677;362;1.010;1.564;846;9.997;1.612;7.213;678;77;24.071;0;34;16;146;257;172;4.105;1.486;11.825;2.060;67;20.168;35;711;378;1.156;1.821;1.018;14.102;3.098;19.038;2.738;144;44.239
;06:4,01 a 5,00;16;240;91;424;1.560;708;14.709;2.622;7.040;424;48;27.882;0;19;7;62;127;103;2.452;945;7.020;1.331;79;12.145;16;259;98;486;1.687;811;17.161;3.567;14.060;1.755;127;40.027
;07:5,01 a 7,00;3;231;63;384;1.066;436;6.711;1.167;8.220;866;118;19.265;0;28;4;93;184;106;2.942;947;11.232;3.274;141;18.951;3;259;67;477;1.250;542;9.653;2.114;19.452;4.140;259;38.216
;08:7,01 a 10,00;1;93;34;186;315;127;2.834;756;7.043;850;106;12.345;0;8;1;20;49;32;1.056;375;6.439;2.346;157;10.483;1;101;35;206;364;159;3.890;1.131;13.482;3.196;263;22.828
;09:10,01 a 15,00;1;20;9;51;94;60;1.449;516;6.352;998;177;9.727;0;2;0;7;20;21;604;249;4.900;1.433;207;7.443;1;22;9;58;114;81;2.053;765;11.252;2.431;384;17.170
;10:15,01 a 20,00;0;2;4;8;20;12;591;218;3.423;440;112;4.830;0;0;0;5;9;1;156;132;2.419;376;98;3.196;0;2;4;13;29;13;747;350;5.842;816;210;8.026
;11:Mais de 20,00;0;7;1;23;33;21;308;196;5.163;390;119;6.261;0;0;0;1;3;4;106;56;2.933;282;104;3.489;0;7;1;24;36;25;414;252;8.096;672;223;9.750
;{ñ class};61;350;229;511;769;402;1.723;466;1.503;42;7;6.063;11;70;79;163;348;182;1.404;307;1.869;36;3;4.472;72;420;308;674;1.117;584;3.127;773;3.372;78;10;10.535
240810:Natal - RN;Total;721;5.520;4.454;10.340;11.691;12.869;87.002;4.100;28.170;706;238;165.811;124;1.806;1.813;5.902;4.684;5.994;67.055;4.460;33.486;577;177;126.078;845;7.326;6.267;16.242;16.375;18.863;154.057;8.560;61.656;1.283;415;291.889
;00:Até 0,50;1;8;9;45;53;400;394;33;161;3;0;1.107;2;20;8;59;50;489;607;30;129;3;0;1.397;3;28;17;104;103;889;1.001;63;290;6;0;2.504
;01:0,51 a 1,00;53;211;159;306;459;561;2.570;114;665;15;3;5.116;10;110;74;174;377;596;3.154;231;757;25;2;5.510;63;321;233;480;836;1.157;5.724;345;1.422;40;5;10.626
;02:1,01 a 1,50;473;3.124;1.911;3.841;6.309;6.196;38.297;1.102;1.664;35;3;62.955;93;1.475;1.058;2.091;3.402;3.950;38.306;1.966;3.281;33;3;55.658;566;4.599;2.969;5.932;9.711;10.146;76.603;3.068;4.945;68;6;118.613
;03:1,51 a 2,00;120;1.142;1.011;2.010;2.139;2.099;15.834;682;1.422;27;3;26.489;11;36;393;1.642;344;499;8.934;836;2.324;37;9;15.065;131;1.178;1.404;3.652;2.483;2.598;24.768;1.518;3.746;64;12;41.554
;04:2,01 a 3,00;40;634;634;1.400;1.250;1.458;13.544;831;4.285;48;9;24.133;3;17;111;1.052;125;187;6.804;748;6.338;60;19;15.464;43;651;745;2.452;1.375;1.645;20.348;1.579;10.623;108;28;39.597
;05:3,01 a 4,00;5;126;288;653;326;1.162;7.156;484;3.911;41;6;14.158;0;5;75;644;34;65;4.566;267;4.980;61;5;10.702;5;131;363;1.297;360;1.227;11.722;751;8.891;102;11;24.860
;06:4,01 a 5,00;1;44;129;753;140;432;3.027;248;2.647;34;7;7.462;0;2;13;119;24;30;1.983;127;3.574;67;13;5.952;1;46;142;872;164;462;5.010;375;6.221;101;20;13.414
;07:5,01 a 7,00;0;55;99;733;386;219;2.457;208;2.832;56;14;7.059;0;7;4;43;127;29;1.048;90;3.756;62;19;5.185;0;62;103;776;513;248;3.505;298;6.588;118;33;12.244
;08:7,01 a 10,00;0;16;71;308;272;89;1.360;133;2.549;74;19;4.891;0;0;4;14;26;11;457;53;2.898;79;17;3.559;0;16;75;322;298;100;1.817;186;5.447;153;36;8.450
;09:10,01 a 15,00;0;4;30;85;87;49;1.006;123;3.304;179;46;4.913;0;1;2;5;28;3;340;29;2.551;82;39;3.080;0;5;32;90;115;52;1.346;152;5.855;261;85;7.993
;10:15,01 a 20,00;0;0;9;17;20;7;354;58;1.985;36;45;2.531;0;0;1;2;6;3;120;26;1.455;22;21;1.656;0;0;10;19;26;10;474;84;3.440;58;66;4.187
;11:Mais de 20,00;0;1;3;8;8;7;158;46;2.434;130;81;2.876;0;0;1;0;4;1;41;14;1.132;22;26;1.241;0;1;4;8;12;8;199;60;3.566;152;107;4.117
;{ñ class};28;155;101;181;242;190;845;38;311;28;2;2.121;5;133;69;57;137;131;695;43;311;24;4;1.609;33;288;170;238;379;321;1.540;81;622;52;6;3.730
250750:João Pessoa - PB;Total;1.084;6.298;4.561;10.310;33.412;9.261;63.011;4.589;32.039;757;239;165.561;102;757;1.069;3.344;31.488;3.393;46.698;4.782;32.973;869;256;125.731;1.186;7.055;5.630;13.654;64.900;12.654;109.709;9.371;65.012;1.626;495;291.292
;00:Até 0,50;3;12;7;15;29;63;167;25;274;5;0;600;0;4;11;14;20;57;194;35;205;6;0;546;3;16;18;29;49;120;361;60;479;11;0;1.146
;01:0,51 a 1,00;40;169;175;502;5.555;554;3.372;307;1.096;27;2;11.799;9;40;116;394;8.272;508;4.546;379;789;24;4;15.081;49;209;291;896;13.827;1.062;7.918;686;1.885;51;6;26.880
;02:1,01 a 1,50;776;3.371;2.596;5.400;11.097;5.155;31.185;1.468;2.777;24;9;63.858;84;506;801;1.942;10.393;2.310;29.257;2.176;4.934;34;3;52.440;860;3.877;3.397;7.342;21.490;7.465;60.442;3.644;7.711;58;12;116.298
;03:1,51 a 2,00;153;1.314;967;2.273;4.128;1.994;13.455;860;2.223;31;8;27.406;6;99;94;570;2.910;310;6.466;958;4.004;31;4;15.452;159;1.413;1.061;2.843;7.038;2.304;19.921;1.818;6.227;62;12;42.858
;04:2,01 a 3,00;59;746;467;1.163;5.775;1.000;8.049;842;7.860;85;21;26.067;0;44;27;215;4.453;117;3.191;688;7.283;119;25;16.162;59;790;494;1.378;10.228;1.117;11.240;1.530;15.143;204;46;42.229
;05:3,01 a 4,00;15;319;146;312;1.736;184;2.256;316;5.660;54;11;11.009;0;12;5;46;2.008;22;859;211;4.748;88;25;8.024;15;331;151;358;3.744;206;3.115;527;10.408;142;36;19.033
;06:4,01 a 5,00;3;79;48;186;730;74;1.072;203;1.811;81;12;4.299;0;3;3;45;509;12;395;110;2.572;107;17;3.773;3;82;51;231;1.239;86;1.467;313;4.383;188;29;8.072
;07:5,01 a 7,00;0;51;25;180;1.563;56;1.558;238;2.382;114;47;6.214;0;3;1;49;1.112;7;806;116;2.508;156;43;4.801;0;54;26;229;2.675;63;2.364;354;4.890;270;90;11.015
;08:7,01 a 10,00;0;63;15;56;1.216;17;766;162;2.331;115;42;4.783;0;24;0;4;901;5;401;49;1.716;126;48;3.274;0;87;15;60;2.117;22;1.167;211;4.047;241;90;8.057
;09:10,01 a 15,00;0;16;3;23;477;9;314;95;2.628;153;57;3.775;0;5;0;7;438;2;119;26;2.251;125;59;3.032;0;21;3;30;915;11;433;121;4.879;278;116;6.807
;10:15,01 a 20,00;0;4;0;6;453;1;164;28;1.386;34;15;2.091;0;1;0;4;227;0;49;6;1.038;30;16;1.371;0;5;0;10;680;1;213;34;2.424;64;31;3.462
;11:Mais de 20,00;1;2;1;20;425;5;34;17;1.444;24;15;1.988;0;0;0;0;160;0;5;4;708;18;11;906;1;2;1;20;585;5;39;21;2.152;42;26;2.894
;{ñ class};34;152;111;174;228;149;619;28;167;10;0;1.672;3;16;11;54;85;43;410;24;217;5;1;869;37;168;122;228;313;192;1.029;52;384;15;1;2.541
261160:Recife - PE;Total;1.214;16.108;12.329;23.422;32.778;23.571;189.339;15.890;74.435;2.857;940;392.883;128;2.476;2.687;5.720;8.832;10.221;149.784;15.913;113.387;3.389;944;313.481;1.342;18.584;15.016;29.142;41.610;33.792;339.123;31.803;187.822;6.246;1.884;706.364
;00:Até 0,50;1;93;14;166;85;864;1.150;57;281;10;3;2.724;0;23;22;130;78;869;1.593;90;313;7;3;3.128;1;116;36;296;163;1.733;2.743;147;594;17;6;5.852
;01:0,51 a 1,00;32;313;207;439;664;843;4.553;402;1.109;81;15;8.658;7;133;110;260;484;803;8.092;714;1.587;78;10;12.278;39;446;317;699;1.148;1.646;12.645;1.116;2.696;159;25;20.936
;02:1,01 a 1,50;712;5.656;5.040;9.477;14.596;10.408;71.554;2.900;3.347;124;34;123.848;105;1.297;1.490;3.141;6.100;6.087;81.252;4.995;7.261;158;25;111.911;817;6.953;6.530;12.618;20.696;16.495;152.806;7.895;10.608;282;59;235.759
;03:1,51 a 2,00;275;3.819;2.985;5.293;8.022;4.931;41.188;2.566;6.853;131;28;76.091;8;526;543;1.201;1.073;1.340;29.681;3.325;15.481;157;24;53.359;283;4.345;3.528;6.494;9.095;6.271;70.869;5.891;22.334;288;52;129.450
;04:2,01 a 3,00;100;2.705;1.952;3.694;4.986;3.142;29.909;2.901;9.492;289;45;59.215;2;302;267;333;397;556;14.468;2.853;20.167;400;68;39.813;102;3.007;2.219;4.027;5.383;3.698;44.377;5.754;29.659;689;113;99.028
;05:3,01 a 4,00;24;722;601;1.477;1.688;899;15.440;2.089;7.934;340;58;31.272;1;63;112;235;142;165;5.965;1.518;17.551;536;98;26.386;25;785;713;1.712;1.830;1.064;21.405;3.607;25.485;876;156;57.658
;06:4,01 a 5,00;15;574;674;817;635;1.169;9.147;1.427;6.194;222;44;20.918;1;23;36;110;80;91;2.418;881;11.433;415;76;15.564;16;597;710;927;715;1.260;11.565;2.308;17.627;637;120;36.482
;07:5,01 a 7,00;6;219;289;847;707;532;8.229;1.710;10.597;438;89;23.663;0;26;30;107;149;70;2.861;715;14.170;530;97;18.755;6;245;319;954;856;602;11.090;2.425;24.767;968;186;42.418
;08:7,01 a 10,00;1;45;90;336;387;254;3.731;997;9.886;507;127;16.361;0;3;4;24;56;31;1.018;429;11.357;541;137;13.600;1;48;94;360;443;285;4.749;1.426;21.243;1.048;264;29.961
;09:10,01 a 15,00;0;18;7;77;141;69;1.688;463;9.064;371;293;12.191;0;1;1;9;32;19;583;204;7.741;326;255;9.171;0;19;8;86;173;88;2.271;667;16.805;697;548;21.362
;10:15,01 a 20,00;0;2;6;11;19;10;438;181;3.916;146;114;4.843;0;0;3;0;1;2;104;33;2.951;104;99;3.297;0;2;9;11;20;12;542;214;6.867;250;213;8.140
;11:Mais de 20,00;1;4;3;6;17;6;161;100;5.416;161;82;5.957;0;1;0;0;0;1;23;22;2.923;103;47;3.120;1;5;3;6;17;7;184;122;8.339;264;129;9.077
;{ñ class};47;1.938;461;782;831;444;2.151;97;346;37;8;7.142;4;78;69;170;240;187;1.726;134;452;34;5;3.099;51;2.016;530;952;1.071;631;3.877;231;798;71;13;10.241
270430:Maceió - AL;Total;1.438;11.119;6.040;9.657;17.178;16.861;70.016;7.286;16.374;626;302;156.897;121;1.976;1.987;2.259;8.892;8.413;52.106;8.490;22.761;707;333;108.045;1.559;13.095;8.027;11.916;26.070;25.274;122.122;15.776;39.135;1.333;635;264.942
;00:Até 0,50;1;54;15;97;58;358;406;30;105;5;2;1.131;1;8;11;52;30;273;383;35;107;5;0;905;2;62;26;149;88;631;789;65;212;10;2;2.036
;01:0,51 a 1,00;56;439;161;390;679;819;2.627;164;533;29;6;5.903;12;106;98;185;346;700;3.076;266;630;29;0;5.448;68;545;259;575;1.025;1.519;5.703;430;1.163;58;6;11.351
;02:1,01 a 1,50;797;5.558;2.708;4.631;7.695;5.610;34.418;1.225;1.315;34;8;63.999;89;1.260;1.177;1.557;4.589;3.265;32.058;1.872;2.792;40;11;48.710;886;6.818;3.885;6.188;12.284;8.875;66.476;3.097;4.107;74;19;112.709
;03:1,51 a 2,00;371;2.465;1.158;1.968;3.027;2.977;13.089;1.140;1.711;45;3;27.954;1;264;283;227;1.541;1.407;7.069;1.595;2.583;38;10;15.018;372;2.729;1.441;2.195;4.568;4.384;20.158;2.735;4.294;83;13;42.972
;04:2,01 a 3,00;71;945;742;1.380;1.772;1.967;8.935;1.166;2.029;68;17;19.092;2;165;244;35;937;1.574;3.996;1.298;3.631;66;25;11.973;73;1.110;986;1.415;2.709;3.541;12.931;2.464;5.660;134;42;31.065
;05:3,01 a 4,00;5;314;170;318;652;445;2.761;882;1.733;63;19;7.362;0;46;35;25;416;152;1.409;861;3.435;81;52;6.512;5;360;205;343;1.068;597;4.170;1.743;5.168;144;71;13.874
;06:4,01 a 5,00;2;366;290;115;931;1.287;1.877;701;1.415;49;21;7.054;0;33;31;13;278;185;887;540;2.100;79;14;4.160;2;399;321;128;1.209;1.472;2.764;1.241;3.515;128;35;11.214
;07:5,01 a 7,00;2;217;405;106;1.022;1.791;1.807;757;1.665;75;36;7.883;0;24;49;16;300;473;1.020;1.077;2.471;89;58;5.577;2;241;454;122;1.322;2.264;2.827;1.834;4.136;164;94;13.460
;08:7,01 a 10,00;0;52;78;132;540;828;1.446;569;1.552;165;39;5.401;0;6;3;2;141;144;591;626;1.957;169;45;3.684;0;58;81;134;681;972;2.037;1.195;3.509;334;84;9.085
;09:10,01 a 15,00;0;9;17;14;128;209;707;289;1.634;46;105;3.158;0;2;2;3;46;22;345;173;1.453;59;89;2.194;0;11;19;17;174;231;1.052;462;3.087;105;194;5.352
;10:15,01 a 20,00;0;1;1;1;21;92;283;148;1.000;16;24;1.587;0;0;1;1;12;6;74;38;668;13;9;822;0;1;2;2;33;98;357;186;1.668;29;33;2.409
;11:Mais de 20,00;0;27;2;1;25;9;111;168;1.516;21;20;1.900;0;3;0;0;2;1;25;49;708;21;18;827;0;30;2;1;27;10;136;217;2.224;42;38;2.727
;{ñ class};133;672;293;504;628;469;1.549;47;166;10;2;4.473;16;59;53;143;254;211;1.173;60;226;18;2;2.215;149;731;346;647;882;680;2.722;107;392;28;4;6.688
280030:Aracaju - SE;Total;366;4.020;3.320;7.890;11.037;10.667;59.272;6.421;20.156;1.103;177;124.429;50;622;688;2.339;3.949;4.362;46.825;6.423;27.877;1.344;156;94.635;416;4.642;4.008;10.229;14.986;15.029;106.097;12.844;48.033;2.447;333;219.064
;00:Até 0,50;0;20;14;149;70;449;283;49;144;6;0;1.184;1;14;1;58;67;477;337;51;157;3;0;1.166;1;34;15;207;137;926;620;100;301;9;0;2.350
;01:0,51 a 1,00;29;267;167;507;569;823;2.349;205;467;21;12;5.416;4;71;72;199;351;629;3.227;358;792;15;9;5.727;33;338;239;706;920;1.452;5.576;563;1.259;36;21;11.143
;02:1,01 a 1,50;222;1.911;1.568;2.970;4.693;4.418;26.129;1.626;1.250;26;6;44.819;34;442;505;1.002;2.423;2.379;27.088;2.490;3.019;18;14;39.414;256;2.353;2.073;3.972;7.116;6.797;53.217;4.116;4.269;44;20;84.233
;03:1,51 a 2,00;62;1.102;885;2.268;2.860;2.710;12.250;1.030;1.156;30;6;24.359;1;41;44;769;552;462;7.089;1.181;2.264;19;5;12.427;63;1.143;929;3.037;3.412;3.172;19.339;2.211;3.420;49;11;36.786
;04:2,01 a 3,00;20;288;361;1.090;1.434;1.153;8.516;904;1.870;59;17;15.712;1;11;9;168;282;216;4.686;1.122;3.665;59;12;10.231;21;299;370;1.258;1.716;1.369;13.202;2.026;5.535;118;29;25.943
;05:3,01 a 4,00;3;74;93;167;380;260;2.766;694;2.172;146;8;6.763;0;6;14;38;101;62;1.556;434;4.133;164;4;6.512;3;80;107;205;481;322;4.322;1.128;6.305;310;12;13.275
;06:4,01 a 5,00;0;40;30;83;140;76;1.388;471;2.485;123;15;4.851;1;2;8;7;29;20;731;267;4.575;174;15;5.829;1;42;38;90;169;96;2.119;738;7.060;297;30;10.680
;07:5,01 a 7,00;1;41;43;136;262;332;2.313;733;3.217;263;25;7.366;0;7;3;27;26;18;623;280;4.278;404;20;5.686;1;48;46;163;288;350;2.936;1.013;7.495;667;45;13.052
;08:7,01 a 10,00;0;22;23;127;237;180;1.407;337;1.958;153;17;4.461;0;0;0;0;10;10;421;105;2.031;217;14;2.808;0;22;23;127;247;190;1.828;442;3.989;370;31;7.269
;09:10,01 a 15,00;0;8;6;43;47;47;786;270;2.050;102;39;3.398;0;0;0;12;6;5;322;55;1.299;137;32;1.868;0;8;6;55;53;52;1.108;325;3.349;239;71;5.266
;10:15,01 a 20,00;0;1;1;16;8;5;203;47;1.295;55;13;1.644;0;0;1;1;1;0;41;15;632;71;22;784;0;1;2;17;9;5;244;62;1.927;126;35;2.428
;11:Mais de 20,00;0;0;0;60;3;9;110;18;1.988;103;17;2.308;0;0;0;1;1;0;19;4;852;57;8;942;0;0;0;61;4;9;129;22;2.840;160;25;3.250
;{ñ class};29;246;129;274;334;205;772;37;104;16;2;2.148;8;28;31;57;100;84;685;61;180;6;1;1.241;37;274;160;331;434;289;1.457;98;284;22;3;3.389
292740:Salvador - BA;Total;953;11.773;9.191;19.500;28.521;28.544;255.376;17.883;70.324;2.176;773;445.014;144;1.681;1.772;4.686;8.729;11.614;199.447;17.148;108.349;2.771;929;357.270;1.097;13.454;10.963;24.186;37.250;40.158;454.823;35.031;178.673;4.947;1.702;802.284
;00:Até 0,50;3;9;14;161;79;1.164;808;37;207;6;1;2.489;0;10;17;124;65;1.274;1.058;67;195;7;3;2.820;3;19;31;285;144;2.438;1.866;104;402;13;4;5.309
;01:0,51 a 1,00;57;282;245;683;824;1.597;7.385;1.237;1.003;60;6;13.379;17;87;195;390;544;1.610;11.369;982;1.591;69;9;16.863;74;369;440;1.073;1.368;3.207;18.754;2.219;2.594;129;15;30.242
;02:1,01 a 1,50;469;4.007;3.249;7.331;11.021;10.528;89.238;2.571;3.217;118;20;131.769;102;960;1.054;2.812;5.592;5.761;99.673;4.963;6.981;122;54;128.074;571;4.967;4.303;10.143;16.613;16.289;188.911;7.534;10.198;240;74;259.843
;03:1,51 a 2,00;168;2.941;2.439;4.600;6.502;5.510;51.156;2.021;4.878;89;24;80.328;11;223;247;616;1.023;1.050;29.265;2.777;8.758;91;12;44.073;179;3.164;2.686;5.216;7.525;6.560;80.421;4.798;13.636;180;36;124.401
;04:2,01 a 3,00;79;2.752;1.846;3.169;4.801;4.085;41.108;2.527;6.641;202;36;67.246;3;145;127;308;621;709;23.632;2.790;12.535;249;43;41.162;82;2.897;1.973;3.477;5.422;4.794;64.740;5.317;19.176;451;79;108.408
;05:3,01 a 4,00;120;720;551;1.048;1.853;1.581;17.656;1.807;6.590;167;46;32.139;4;68;29;149;311;462;11.624;1.503;12.208;242;60;26.660;124;788;580;1.197;2.164;2.043;29.280;3.310;18.798;409;106;58.799
;06:4,01 a 5,00;24;235;209;479;794;798;13.195;3.003;6.496;129;64;25.426;1;24;13;43;104;239;6.442;1.158;11.059;195;48;19.326;25;259;222;522;898;1.037;19.637;4.161;17.555;324;112;44.752
;07:5,01 a 7,00;3;184;144;701;933;2.199;20.870;3.009;10.175;289;61;38.568;0;36;8;64;153;188;7.374;1.336;17.589;418;76;27.242;3;220;152;765;1.086;2.387;28.244;4.345;27.764;707;137;65.810
;08:7,01 a 10,00;2;156;42;452;532;363;6.547;885;10.022;373;119;19.493;0;31;8;12;46;104;4.309;1.044;19.739;597;154;26.044;2;187;50;464;578;467;10.856;1.929;29.761;970;273;45.537
;09:10,01 a 15,00;0;45;22;51;129;143;3.214;431;9.052;303;140;13.530;0;9;6;11;25;30;2.028;320;9.445;522;184;12.580;0;54;28;62;154;173;5.242;751;18.497;825;324;26.110
;10:15,01 a 20,00;0;5;3;28;68;18;809;126;4.633;128;129;5.947;0;0;0;6;6;5;387;47;3.393;93;170;4.107;0;5;3;34;74;23;1.196;173;8.026;221;299;10.054
;11:Mais de 20,00;0;0;3;35;12;21;450;127;6.900;251;114;7.913;0;1;0;6;0;8;154;44;4.323;114;99;4.749;0;1;3;41;12;29;604;171;11.223;365;213;12.662
;{ñ class};28;437;424;762;973;537;2.940;102;510;61;13;6.787;6;87;68;145;239;174;2.132;117;533;52;17;3.570;34;524;492;907;1.212;711;5.072;219;1.043;113;30;10.357
310620:Belo Horizonte - MG;Total;1.728;22.033;25.401;40.794;67.888;47.188;299.539;28.270;118.194;4.359;1.292;656.686;675;6.486;9.882;22.885;37.116;32.311;239.352;33.648;170.932;5.397;1.141;559.825;2.403;28.519;35.283;63.679;105.004;79.499;538.891;61.918;289.126;9.756;2.433;1.216.511
;00:Até 0,50;3;57;26;387;168;2.809;771;60;290;3;2;4.576;49;147;197;513;495;3.028;1.223;76;377;8;2;6.115;52;204;223;900;663;5.837;1.994;136;667;11;4;10.691
;01:0,51 a 1,00;58;581;294;1.109;1.267;3.810;4.952;437;1.021;36;13;13.578;111;681;879;2.150;2.286;3.897;8.651;630;1.388;44;8;20.725;169;1.262;1.173;3.259;3.553;7.707;13.603;1.067;2.409;80;21;34.303
;02:1,01 a 1,50;600;6.625;5.566;12.436;20.314;15.914;67.419;3.565;3.302;97;21;135.859;381;4.156;6.232;15.392;23.704;18.360;107.541;7.345;6.957;86;24;190.178;981;10.781;11.798;27.828;44.018;34.274;174.960;10.910;10.259;183;45;326.037
;03:1,51 a 2,00;517;7.021;6.135;10.843;18.417;10.328;56.382;4.553;4.964;141;31;119.332;74;913;1.253;2.806;5.333;3.927;48.282;7.339;12.825;116;17;82.885;591;7.934;7.388;13.649;23.750;14.255;104.664;11.892;17.789;257;48;202.217
;04:2,01 a 3,00;346;4.221;5.175;9.397;16.804;8.527;63.846;5.998;11.837;275;56;126.482;22;279;543;962;2.733;1.750;41.144;10.042;33.770;221;54;91.520;368;4.500;5.718;10.359;19.537;10.277;104.990;16.040;45.607;496;110;218.002
;05:3,01 a 4,00;55;1.251;1.535;2.513;4.622;2.468;24.520;3.464;10.709;249;83;51.469;1;24;94;178;867;426;11.189;3.656;25.001;335;70;41.841;56;1.275;1.629;2.691;5.489;2.894;35.709;7.120;35.710;584;153;93.310
;06:4,01 a 5,00;19;390;483;889;1.608;793;11.114;2.095;9.162;303;39;26.895;1;20;24;64;303;165;4.695;1.743;19.019;476;60;26.570;20;410;507;953;1.911;958;15.809;3.838;28.181;779;99;53.465
;07:5,01 a 7,00;6;319;483;857;1.540;637;38.529;5.993;18.577;603;111;67.655;0;13;36;102;332;115;8.501;1.926;26.912;1.092;131;39.160;6;332;519;959;1.872;752;47.030;7.919;45.489;1.695;242;106.815
;08:7,01 a 10,00;7;201;2.664;418;771;693;18.043;1.036;17.726;690;131;42.380;0;6;141;16;84;74;3.439;428;16.122;978;163;21.451;7;207;2.805;434;855;767;21.482;1.464;33.848;1.668;294;63.831
;09:10,01 a 15,00;0;177;1.368;137;392;322;8.315;631;16.450;892;262;28.946;0;4;32;9;67;36;1.698;196;13.111;1.189;257;16.599;0;181;1.400;146;459;358;10.013;827;29.561;2.081;519;45.545
;10:15,01 a 20,00;0;49;172;18;82;41;2.231;188;8.870;442;125;12.218;0;2;4;1;6;3;323;85;6.388;482;127;7.421;0;51;176;19;88;44;2.554;273;15.258;924;252;19.639
;11:Mais de 20,00;1;7;34;24;37;37;884;125;14.696;519;392;16.756;0;0;1;1;14;2;176;44;8.399;273;210;9.120;1;7;35;25;51;39;1.060;169;23.095;792;602;25.876
;{ñ class};116;1.134;1.466;1.766;1.866;809;2.533;125;590;109;26;10.540;36;241;446;691;892;528;2.490;138;663;97;18;6.240;152;1.375;1.912;2.457;2.758;1.337;5.023;263;1.253;206;44;16.780
320530:Vitória - ES;Total;227;3.173;2.314;4.299;8.589;6.758;53.549;6.009;30.496;991;169;116.574;65;1.031;1.111;2.753;6.974;5.200;44.224;5.303;39.263;1.040;135;107.099;292;4.204;3.425;7.052;15.563;11.958;97.773;11.312;69.759;2.031;304;223.673
;00:Até 0,50;5;4;8;324;152;658;119;4;39;0;1;1.314;1;10;12;232;214;680;136;5;43;2;1;1.336;6;14;20;556;366;1.338;255;9;82;2;2;2.650
;01:0,51 a 1,00;16;30;25;160;298;348;755;56;154;3;1;1.846;3;38;44;133;481;410;2.224;144;293;9;0;3.779;19;68;69;293;779;758;2.979;200;447;12;1;5.625
;02:1,01 a 1,50;91;569;402;1.372;2.711;2.165;9.477;455;523;8;2;17.775;49;528;483;1.795;4.313;2.844;17.015;964;1.157;14;2;29.164;140;1.097;885;3.167;7.024;5.009;26.492;1.419;1.680;22;4;46.939
;03:1,51 a 2,00;46;492;417;1.072;2.258;1.311;8.985;884;964;11;1;16.441;9;181;154;365;1.118;667;9.360;1.126;1.941;21;7;14.949;55;673;571;1.437;3.376;1.978;18.345;2.010;2.905;32;8;31.390
;04:2,01 a 3,00;33;714;691;733;1.570;1.163;10.952;982;2.779;35;7;19.659;2;138;290;65;351;348;8.283;1.304;5.880;44;6;16.711;35;852;981;798;1.921;1.511;19.235;2.286;8.659;79;13;36.370
;05:3,01 a 4,00;5;116;157;168;398;431;8.544;1.461;3.465;113;6;14.864;0;42;78;23;70;111;3.771;810;7.650;135;10;12.700;5;158;235;191;468;542;12.315;2.271;11.115;248;16;27.564
;06:4,01 a 5,00;3;60;70;71;204;169;4.168;731;2.418;77;6;7.977;0;3;5;16;30;32;987;306;4.282;98;10;5.769;3;63;75;87;234;201;5.155;1.037;6.700;175;16;13.746
;07:5,01 a 7,00;0;158;136;99;227;194;5.418;714;4.649;130;18;11.743;0;6;7;11;41;22;1.214;344;6.951;185;21;8.802;0;164;143;110;268;216;6.632;1.058;11.600;315;39;20.545
;08:7,01 a 10,00;1;827;143;42;130;139;2.835;385;4.913;157;25;9.597;0;45;6;10;11;13;487;164;4.536;158;15;5.445;1;872;149;52;141;152;3.322;549;9.449;315;40;15.042
